ID,basionymID,scientificName,authorship,rank,uninomial,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,referenceID,publishedInPage,publishedInYear,code,status,remarks,link
316,313,Alucita imbrifera,"(Meyrick, 1929)",species,,Alucita,,imbrifera,,,,,ICZN,established,,
317,317,Alucita sikkima,"Moore, 1887",species,,Alucita,,sikkima,,29,282,1888,ICZN,established,,
318,318,Alucita snezhinka,"Ustjuzhanin & Kovtunovich, 2018",species,,Alucita,,snezhinka,,100,,2018,ICZN,established,,
319,319,Alucita sochivkoi,"Ustjuzhanin & Kovtunovich, 2016",species,,Alucita,,sochivkoi,,96,,2016,ICZN,established,,
320,322,Alucita spicifera,"(Meyrick, 1911)",species,,Alucita,,spicifera,,,,,ICZN,established,,
321,321,Orneodes isodina,"Meyrick, 1920",species,,Orneodes,,isodina,,60,83,1920,ICZN,established,,https://www.biodiversitylibrary.org/page/56561488
322,322,Orneodes spicifera,"Meyrick, 1911",species,,Orneodes,,spicifera,,56,221,1911,ICZN,established,,https://www.biodiversitylibrary.org/page/50495144
323,321,Alucita isodina,"(Meyrick, 1920)",species,,Alucita,,isodina,,,,,ICZN,established,,
324,325,Alucita stephanopis,"(Meyrick, 1921)",species,,Alucita,,stephanopis,,,,1921,ICZN,established,,
325,325,Orneodes stephanopis,"Meyrick, 1921",species,,Orneodes,,stephanopis,,62,407,1921,ICZN,established,,https://www.biodiversitylibrary.org/page/9808825
326,326,Alucita straminea,"Hashimoto, 1984",species,,Alucita,,straminea,,146,119,1984,ICZN,established,,
327,329,Alucita sycophanta,"(Meyrick, 1906)",species,,Alucita,,sycophanta,,,,,ICZN,established,,
328,328,Alucita syncophanta,"(Meyrick, 1906)",species,,Alucita,,syncophanta,,21,116,2003,ICZN,established,Misspelling,
329,329,Orneodes sycophanta,"Meyrick, 1906",species,,Orneodes,,sycophanta,,51,133,1906,ICZN,established,,https://www.biodiversitylibrary.org/page/30119297
330,331,Alucita tandilensis,"(Pastrana, 1960)",species,,Alucita,,tandilensis,,,,,ICZN,established,,
331,331,Orneodes tandilensis,"Pastrana, 1960",species,,Orneodes,,tandilensis,,78,85,1960,ICZN,established,,
332,332,Alucita tanzanica,"Ustjuzhanin & Kovtunovich, 2018",species,,Alucita,,tanzanica,,100,169,2018,ICZN,established,,
333,333,Alucita tatjana,"Ustjuzhanin & Kovtunovich, 2020",species,,Alucita,,tatjana,,102,110-111,2020,ICZN,established,,
334,336,Alucita tesserata,"(Meyrick, 1918)",species,,Alucita,,tesserata,,,,,ICZN,established,,
335,337,Alucita brachyzona,"(Meyrick, 1920)",species,,Alucita,,brachyzona,,,,,ICZN,established,,
336,336,Orneodes tesserata,"Meyrick, 1918",species,,Orneodes,,tesserata,,58,,1918,ICZN,established,,
337,337,Orneodes brachyzona,"Meyrick, 1920",species,,Orneodes,,brachyzona,,,,,ICZN,established,,
338,339,Alucita thapsina,"(Meyrick, 1905)",species,,Alucita,,thapsina,,,,,ICZN,established,,
339,339,Orneodes thapsina,"Meyrick, 1905",species,,Orneodes,,thapsina,,50,583,1905,ICZN,established,,
340,341,Alucita toxophila,"(Meyrick, 1906)",species,,Alucita,,toxophila,,,,,ICZN,established,,
341,341,Orneodes toxophila,"Meyrick, 1906",species,,Orneodes,,toxophila,,51,133,1906,ICZN,established,,
342,343,Alucita trachydesma,"(Meyrick, 1929)",species,,Alucita,,trachydesma,,,,,ICZN,established,,
343,343,Orneodes trachydesma,"Meyrick, 1929",species,,Orneodes,,trachydesma,,66,534,1929,ICZN,established,,https://www.biodiversitylibrary.org/page/60297894
344,345,Alucita trachyptera,"(Meyrick, 1906)",species,,Alucita,,trachyptera,,,,,ICZN,established,,
345,345,Orneodes trachyptera,"Meyrick, 1906",species,,Orneodes,,trachyptera,,51,134,1906,ICZN,established,,
346,347,Alucita tricausta,"(Meyrick, 1908)",species,,Alucita,,tricausta,,,,,ICZN,established,,
347,347,Orneodes tricausta,"Meyrick, 1908",species,,Orneodes,,tricausta,,53,506,1908,ICZN,established,,https://www.biodiversitylibrary.org/page/13535048
348,348,Alucita triscausta,"Meyrick, 1908",species,,Alucita,,triscausta,,,,,ICZN,established,Misspelling,
349,349,Alucita tridentata,"Scholz & Jäckh, 1994",species,,Alucita,,tridentata,,80,24,1994,ICZN,established,,
350,350,Alucita ussurica,"Ustjuzhanin, 1999",species,,Alucita,,ussurica,,92,2,1999,ICZN,established,,
351,351,Alucita vanmastrigti,"Gielis, 2009",species,,Alucita,,vanmastrigti,,22,23,2009,ICZN,established,,
352,352,Alucita walmakensis,"Gielis, 2009",species,,Alucita,,walmakensis,,22,24,2009,ICZN,established,,
353,353,Alucita walmakiensis,"Gielis, 2009",species,,Alucita,,walmakiensis,,22,24,2009,ICZN,not established,Misspelling,
354,354,Alucita wamenaensis,"Gielis, 2009",species,,Alucita,,wamenaensis,,22,24,2009,ICZN,established,,
355,355,Alucita withaari,"Gielis, 2009",species,,Alucita,,withaari,,22,24,2009,ICZN,established,,
356,356,Alucita xanthodes,"Meyrick, 1890",species,,Alucita,,xanthodes,,49,1112,1890,ICZN,established,,
357,358,Alucita xanthosticta,"(Turner, 1923)",species,,Alucita,,xanthosticta,,,,,ICZN,established,,
358,358,Orneodes xanthosticta,"Turner, 1923",species,,Orneodes,,xanthosticta,,90,58,1923,ICZN,established,,
359,360,Alucita xanthozona,"(Clarke, 1986)",species,,Alucita,,xanthozona,,,,,ICZN,not established,Homonym,
360,360,Orneodes xanthozona,"Clarke, 1986",species,,Orneodes,,xanthozona,,11,167,1986,ICZN,not established,Homonym,
361,362,Alucita xanthozona,"(Diakonoff, 1954)",species,,Alucita,,xanthozona,,,,,ICZN,established,,
362,362,Orneodes xanthozona,"Diakonoff, 1954",species,,Orneodes,,xanthozona,,14,179,1954,ICZN,established,,https://www.biodiversitylibrary.org/page/51525580
363,362,Alucita xanthonzona,"(Diakonoff, 1954)",species,,Alucita,,xanthonzona,,5,204,2011,ICZN,not established,Misspelling in LepIndex,https://www.nhm.ac.uk/our-science/data/lepindex/detail/?taxonno=204
364,364,Alucita zinovievi,"Kovtunovich & Ustjuzhanin, 2016",species,,Alucita,,zinovievi,,36,299,2016,ICZN,established,,
365,365,Alucita zonodactyla,"Zeller, 1847",species,,Alucita,,zonodactyla,,148,908,1847,ICZN,established,,https://www.biodiversitylibrary.org/page/13234116
366,366,Alucita zumkehri,"Gielis, 2009",species,,Alucita,,zumkehri,,22,25,2009,ICZN,established,,
367,367,Alucita zuza,"Ustjuzhanin & Kovtunovich, 2020",species,,Alucita,,zuza,,102,111-112,2020,ICZN,established,,
368,368,Alucita zwieri,"Gielis, 2009",species,,Alucita,,zwieri,,22,25,2009,ICZN,established,,
369,369,Anomima,"Turner, 1922",genus,Anomima,,,,,89,55,1922,ICZN,established,,
370,370,Anomima phaeochroa,"Turner, 1922",species,,Anomima,,phaeochroa,,89,56,1922,ICZN,established,,
371,371,Cenoloba,"Walsingham, 1885",genus,Cenoloba,,,,,114,176,1885,ICZN,established,,
372,372,Cenoloba argochalca,"Meyrick, 1939",species,,Cenoloba,,argochalca,,137,49,1939,ICZN,established,,
373,373,Cenoloba cuprescens,"Hampson, 1917",species,,Cenoloba,,cuprescens,,135,279,1917,ICZN,established,,https://www.biodiversitylibrary.org/page/15611293
374,375,Cenoloba obliteralis,"(Walker, 1864)",species,,Cenoloba,,obliteralis,,,,,ICZN,established,,
375,375,Pterophorus obliteralis,"Walker, 1864",species,,Pterophorus,,obliteralis,,109,945,1864,ICZN,established,,https://www.biodiversitylibrary.org/page/38948537
376,376,Cenoloba taprobana,"Hampson, 1912",species,,Cenoloba,,taprobana,,,,,ICZN,established,,
377,377,Epharpastis,"Meyrick, 1887",genus,Epharpastis,,,,,48,203,1887,ICZN,established,,
378,378,Epharpastis daedala,"Meyrick, 1887",species,,Epharpastis,,daedala,,48,203,1887,ICZN,established,,
379,379,Euthesaura,"Turner, 1922",genus,Euthesaura,,,,,89,"55 (key), 57",1922,ICZN,established,,https://www.biodiversitylibrary.org/page/35546853
380,380,Euthesaura carbonaria,"Turner, 1922",species,,Euthesaura,,carbonaria,,89,58,1922,ICZN,established,,https://www.biodiversitylibrary.org/page/35546854
381,381,Euthesaura glycina,"Turner, 1922",species,,Euthesaura,,glycina,,89,57,1922,ICZN,established,,https://www.biodiversitylibrary.org/page/35546853
382,382,Euthrausta,"Turner, 1922",genus,Euthrausta,,,,,89,"55 (key), 59",1922,ICZN,established,,https://www.biodiversitylibrary.org/page/35546855
383,384,Euthrausta holophaea,"(Turner, 1908)",species,,Euthrausta,,holophaea,,89,59,1922,ICZN,established,,https://www.biodiversitylibrary.org/page/35546855
384,384,Tineodes holophaea,"Turner, 1908",species,,Tineodes,,holophaea,,87,108,1908,ICZN,established,,https://www.biodiversitylibrary.org/page/26250863
385,386,Euthrausta oxyprora,"(Turner, 1908)",species,,Euthrausta,,oxyprora,,89,59,1922,ICZN,established,,https://www.biodiversitylibrary.org/page/35546855
386,386,Tineodes oxyprora,"Turner, 1908",species,,Tineodes,,oxyprora,,87,108,1908,ICZN,established,,https://www.biodiversitylibrary.org/page/26250863
387,388,Euthrausta phoenicea,"(Turner, 1908)",species,,Euthrausta,,phoenicea,,89,59,1922,ICZN,established,,https://www.biodiversitylibrary.org/page/35546855
388,388,Tineodes phoenicea,"Turner, 1908",species,,Tineodes,,phoenicea,,87,107,1908,ICZN,established,,https://www.biodiversitylibrary.org/page/26250862
389,389,Hebdomactis,"Meyrick, 1929",genus,Hebdomactis,,,,,66,539,1929,ICZN,established,,https://www.biodiversitylibrary.org/page/60297899
390,390,Hebdomactis crystallodes,"Meyrick, 1929",species,,Hebdomactis,,crystallodes,,66,539,1929,ICZN,established,,https://www.biodiversitylibrary.org/page/60297899
391,391,Hexeretmis,"Meyrick, 1929",genus,Hexeretmis,,,,,66,539,1929,ICZN,established,,https://www.biodiversitylibrary.org/page/60297899
392,392,Hexeretmis argo,"Meyrick, 1929",species,,Hexeretmis,,argo,,66,540,1929,ICZN,established,,https://www.biodiversitylibrary.org/page/60297900
393,393,Hexeretmis pontopora,"Meyrick, 1934",species,,Hexeretmis,,pontopora,,69,507,1934,ICZN,established,,https://www.biodiversitylibrary.org/page/60386731
394,394,Hexeretmis willineri,"Pastrana, 1954",species,,Hexeretmis,,willineri,,77,487,1954,ICZN,established,,
395,395,Microschismus,"Fletcher, 1909",genus,Microschismus,,,,,17,253,1909,ICZN,established,,https://www.biodiversitylibrary.org/page/25338570
396,396,Macrembola,"Meyrick, 1909",genus,Macrembola,,,,,54,5,1909,ICZN,established,,
397,397,Microschismus antennatus,"Fletcher, 1909",species,,Microschismus,,antennatus,,17,253,1909,ICZN,established,,https://www.biodiversitylibrary.org/page/25338570
398,398,Microschismus columella,"Meyrick, 1927",species,,Microschismus,,columella,,64,373,1927,ICZN,established,,https://www.biodiversitylibrary.org/page/60297733
399,399,Microschismus cato,"Meyrick, 1927",species,,Microschismus,,cato,,64,374,1927,ICZN,established,,https://www.biodiversitylibrary.org/page/60297733
400,400,Microschismus ctenias,"Meyrick, 1911",species,,Microschismus,,ctenias,,56,222,1911,ICZN,established,,
401,401,Microschismus cymatias,"Meyrick, 1918",species,,Microschismus,,cymatias,,58,35,1918,ICZN,established,,https://www.biodiversitylibrary.org/page/50361261
402,403,Microschismus fortis,"(Walsingham, 1881)",species,,Microschismus,,fortis,,,,,ICZN,established,,
403,403,Alucita fortis,"Walsingham, 1881",species,,Alucita,,fortis,,113,"284, Pl. XIII. fig. 49",1881,ICZN,established,,
404,404,Microschismus fortis,"Meyrick, 1910",species,,Microschismus,,fortis,,,,,ICZN,established,,
405,405,Microschismus lenzi,"Ustjuzhanin & Kovtunovich, 2011",species,,Microschismus,,lenzi,,93,564,2011,ICZN,established,,
406,406,Microschismus premnias,"Meyrick, 1913",species,,Microschismus,,premnias,,57,269,1913,ICZN,established,,
407,407,Microschismus reginus,"Ustjuzhanin & Kovtunovich, 2011",species,,Microschismus,,reginus,,93,566,2011,ICZN,established,,
408,408,Microschismus sceletias,"Meyrick, 1911",species,,Microschismus,,sceletias,,56,222,1911,ICZN,established,,
409,409,Microschismus sterkfonteini,"Ustjuzhanin & Kovtunovich, 2011",species,,Microschismus,,sterkfonteini,,93,568,2011,ICZN,established,,
410,410,Neoxychirota,"Clarke, 1986",genus,Neoxychirota,,,,,11,14,1986,ICZN,established,,
411,411,Neoxychirota isolata,"Clarke, 1986",species,,Neoxychirota,,isolata,,11,"16, fig'd",1986,ICZN,established,,
412,412,Oxychirota,"Meyrick, 1885",genus,Oxychirota,,,,,46,438,1885,ICZN,established,,https://www.biodiversitylibrary.org/page/13718240
413,413,Oxychirota ceylonica,"Hampson, 1906",species,,Oxychirota,,ceylonica,,136,216,1906,ICZN,established,,https://www.biodiversitylibrary.org/page/19245434
414,414,Oxychirota mesocola,"Hampson, 1906",species,,Oxychirota,,mesocola,,136,216,1906,ICZN,established,,https://www.biodiversitylibrary.org/page/19245434
415,415,Oxychirota paradoxa,"Meyrick, 1885",species,,Oxychirota,,paradoxa,,46,438,1885,ICZN,established,,https://www.biodiversitylibrary.org/page/13718240
416,416,Paelia,"Walker, 1866",genus,Paelia,,,,,110,1846,1866,ICZN,established,,
417,417,Paelia lunuligera,"Walker, 1866",species,,Paelia,,lunuligera,,110,1846,1866,ICZN,established,,
418,418,Palaeodes,"Hampson, 1913",genus,Palaeodes,,,,,25,318,1913,ICZN,established,,https://www.biodiversitylibrary.org/page/22099805
419,419,Palaeodes samealis,"Hampson, 1913",species,,Palaeodes,,samealis,,25,318,1913,ICZN,established,,https://www.biodiversitylibrary.org/page/22099805
420,420,Prymnotomis,"Meyrick, 1931",genus,Prymnotomis,,,,,67,86,1931,ICZN,established,,https://www.biodiversitylibrary.org/page/60386534
421,421,Prymnotomis crypsicroca,"Meyrick, 1931",species,,Prymnotomis,,crypsicroca,,67,86,1931,ICZN,established,,https://www.biodiversitylibrary.org/page/60386534
422,422,Pterotopteryx,"Hannemann, 1959",genus,Pterotopteryx,,,,,26,173,1959,ICZN,established,,
423,423,Pterotopteryx colchica,"Zagulajev, 1992",species,,Pterotopteryx,,colchica,,121,30,1992,ICZN,established,,
424,427,Pterotopteryx dodecadactyla,"(Hübner, 1813)",species,,Pterotopteryx,,dodecadactyla,,,,,ICZN,established,,
425,425,Orneodes dorcadius,"Hering, 1917",species,,Orneodes,,dorcadius,,28,194,1917,ICZN,established,,
426,425,Alucita dorcadius,"(Hering, 1917)",species,,Alucita,,dorcadius,,,,,ICZN,established,,
427,427,Alucita dodecadactyla,"Hübner, 1813",species,,Alucita,,dodecadactyla,,31,pl.6 fig.29,1813,ICZN,established,,
428,431,Pterotopteryx eumorphodactyla,"(Caradja, 1920)",species,,Pterotopteryx,,eumorphodactyla,,,,,ICZN,established,,
429,431,Alucita eumorphodactyla,"(Caradja, 1920)",species,,Alucita,,eumorphodactyla,,,,,ICZN,established,,
430,430,Pterotopteryx koreana,"Byun, 2006",species,,Pterotopteryx,,koreana,,6,42,2006,ICZN,established,,
431,431,Orneodes zonodactyla var. eumorphodactyla,"Caradja, 1920",variety,,Orneodes,,zonodactyla,eumorphodactyla,8,88,1920,ICZN,established,,
432,432,Alucita sakhalinica,"Zagulajev, 1995",species,,Alucita,,sakhalinica,,,,,ICZN,established,,
433,433,Pterotopteryx lida,"Ustjuzhanin & Kovtunovich, 2016",species,,Pterotopteryx,,lida,,95,17,2016,ICZN,established,,
434,435,Pterotopteryx lonicericola,"(Kuznetzov, 1978)",species,,Pterotopteryx,,lonicericola,,,,,ICZN,established,,
435,435,Alucita lonicericola,"Kuznetzov, 1978",species,,Alucita,,lonicericola,,37,116,1978,ICZN,established,,
436,436,Pterotopteryx nigrifasciata,"Byun & Park, 2007",species,,Pterotopteryx,,nigrifasciata,,7,,2007,ICZN,established,,
437,442,Pterotopteryx spilodesma,"(Meyrick, 1908)",species,,Pterotopteryx,,spilodesma,,,,,ICZN,established,,
438,443,Alucita isshikii,"(Matsumura, 1931)",species,,Alucita,,isshikii,,,,,ICZN,established,,
439,440,Alucita ochracea,"(Marumo, 1923)",species,,Alucita,,ochracea,,,,,ICZN,established,,
440,440,Orneodes ochracea,"Marumo, 1923",species,,Orneodes,,ochracea,,,,,ICZN,established,,
441,442,Alucita spilodesma,"(Meyrick, 1908)",species,,Alucita,,spilodesma,,,,,ICZN,established,,
442,442,Orneodes spilodesma,"Meyrick, 1908",species,,Orneodes,,spilodesma,,53,508,1908,ICZN,established,,https://www.biodiversitylibrary.org/page/13535050
443,443,Orneodes isshikii,"Matsumura, 1931",species,,Orneodes,,isshikii,,44,,1931,ICZN,established,,
444,445,Pterotopteryx synnephodactyla,"(Alphéraky, 1876)",species,,Pterotopteryx,,synnephodactyla,,,,,ICZN,established,,
445,445,Alucita synnephodactyla,"Alphéraky, 1876",species,,Alucita,,synnephodactyla,,2,33,1876,ICZN,established,,
446,446,Pterotopteryx monticola,"Zagulajev, 1992",species,,Pterotopteryx,,monticola,,121,26,1992,ICZN,established,,
447,447,Pterotopteryx synaphodactyla,"Alphéraky, 1876",species,,Pterotopteryx,,synaphodactyla,,,,,ICZN,established,Misspelling,
448,448,Pterotopteryx tshatkalica,"Zagulajev, 1995",species,,Pterotopteryx,,tshatkalica,,124,117,1995,ICZN,established,,
449,449,Pterotopteryx vietana,"Byun & Park, 2007",species,,Pterotopteryx,,vietana,,7,,2007,ICZN,established,,
450,450,Tanycnema,"Turner, 1922",genus,Tanycnema,,,,,89,"55 (key), 56",1922,ICZN,established,,
451,451,Tanycnema anomala,"Turner, 1922",species,,Tanycnema,,anomala,,89,57,1922,ICZN,established,,
452,452,Tephroniopsis,"Amsel, 1961",genus,Tephroniopsis,,,,,3,402,1961,ICZN,established,,
453,453,Tephroniopsis geometridalis,"Amsel, 1961",species,,Tephroniopsis,,geometridalis,,3,"403, text-figs 90-92, pl.5 fig.207",1961,ICZN,established,,
454,454,Tineodes,"Guenée, 1854",genus,Tineodes,,,,,23,236,1854,ICZN,established,,https://www.biodiversitylibrary.org/page/9825892
455,455,Careantia,"Walker, 1859",genus,Careantia,,,,,108,"407 (key); 407 (key, as *Careantia), 424",1859,ICZN,established,,
456,456,Carcantia,"Walker, 1859",genus,Carcantia,,,,,108,"407 (key, as *Careantia), 424",1859,ICZN,established,,
457,457,Tineodes adactylalis,"Guenée, 1854",species,,Tineodes,,adactylalis,,23,"237, pl.9 fig.7",1854,ICZN,established,,https://www.biodiversitylibrary.org/page/9825893
458,458,Carcantia pterophoralis,"Walker, 1859",species,,Carcantia,,pterophoralis,,108,425,1859,ICZN,established,,
459,458,Tineodes pterophoralis,"(Walker, 1859)",species,,Tineodes,,pterophoralis,,,,,ICZN,established,,
460,460,Triscaedecia,"Hampson, 1905",genus,Triscaedecia,,,,,24,247,1905,ICZN,established,,https://www.biodiversitylibrary.org/page/14788067
461,461,Triscaedecia dactyloptera,"Hampson, 1905",species,,Triscaedecia,,dactyloptera,,24,"247, fig.",1905,ICZN,established,,https://www.biodiversitylibrary.org/page/14788067
462,462,Triscaedecia sarawaki,"Ustjuzhanin, Kovtunovich & Hobern, 2019",species,,Triscaedecia,,sarawaki,,101,376,2019,ICZN,established,,
463,464,Triscaedecia septemdactyla,"(Pagenstecher, 1900)",species,,Triscaedecia,,septemdactyla,,,,,ICZN,established,,
464,464,Hofmannia septemdactyla,"Pagenstecher, 1900",species,,Hofmannia,,septemdactyla,,75,241,1900,ICZN,established,,
465,465,Triscaedecia sulawesi,"Ustjuzhanin, Kovtunovich & Hobern, 2019",species,,Triscaedecia,,sulawesi,,101,374,2019,ICZN,established,,
466,466,Triscaedecia suva,"Ustjuzhanin, Kovtunovich & Hobern, 2019",species,,Triscaedecia,,suva,,101,379,2019,ICZN,established,,
467,467,Triscaedecia svetlanae,"Ustjuzhanin, Kovtunovich & Hobern, 2019",species,,Triscaedecia,,svetlanae,,101,378,2019,ICZN,established,,
469,469,Alucita montana,"Zagulajev, 1993",species,,Alucita,,montana,,,,,ICZN,established,,
470,470,Hofmannia,"Pagenstecher, 1900",genus,Hofmannia,,,,,75,,1900,ICZN,established,,
471,471,Hofmannia,"Wocke, 1876",genus,Hofmannia,,,,,118,644,1876,ICZN,established,,
472,472,Alucita romieuxi,"Ustjuzhanin & Kovtunovich, 2020",species,,Alucita,,romieuxi,,131,202,2020,ICZN,established,,
473,473,Alucita katanga,"Ustjuzhanin & Kovtunovich, 2020",species,,Alucita,,katanga,,131,202,2020,ICZN,established,,
474,474,Alucita tropeki,"Ustjuzhanin & Kovtunovich, 2020",species,,Alucita,,tropeki,,132,27,2020,ICZN,established,,
475,475,Alucita safi,"Ustjuzhanin & Kovtunovich, 2020",species,,Alucita,,safi,,132,28,2020,ICZN,established,,
476,476,Pterotopteryx formosana,"Buchsbaum & Chen, 2019",species,,Pterotopteryx,,formosana,,133,287,2019,ICZN,established,,
477,477,Alucita mishenini,"Ustjuzhanin & Kovtunovich, 2018",species,,Alucita,,mishenini,,132,30,2020,ICZN,not established,Misspelling,
478,478,Orneodes nannodactyla,"Rebel, 1907",species,,Orneodes,,nannodactyla,,142,117,1907,ICZN,established,,
479,479,Alucita udovichenkoi,"Kovtunovich & Ustjuzhanin, 2019",species,,Alucita,,udovichenkoi,,150,2,2019,ICZN,established,,
480,480,Prymnotomis cecidicola,"Moreira & Becker, 2019",species,,Prymnotomis,,cecidicola,,151,4,2019,ICZN,established,,
481,290,Orneodes punctiferella,"(Walker, 1866)",species,,Orneodes,,punctiferella,,117,449,1915,ICZN,established,,https://www.biodiversitylibrary.org/page/593630
482,223,Orneodes nasuta,"(Zeller, 1877)",species,,Orneodes,,nasuta,,117,450,1915,ICZN,established,,https://www.biodiversitylibrary.org/page/593632
483,483,Alucita priona,"Bippus, 2020",species,,Alucita,,priona,,154,73,2020,ICZN,established,,
484,484,Pterotopteryx taoa,"Buchsbaum, Chen & Chen, 2020",species,,Pterotopteryx,,taoa,,155,138,2020,ICZN,established,,
485,485,Alucita hendriki,"Kovtunovich & Ustjuzhanin, 2021",species,,Alucita,,hendriki,,156,124,2021,ICZN,established,,
486,486,Alucita armstrongi,"Kovtunovich & Ustjuzhanin, 2021",species,,Alucita,,armstrongi,,156,124,2021,ICZN,established,,
487,146,Orneodes hexadactyla,"(Linnaeus, 1758)",species,,Orneodes,,hexadactyla,,,,,ICZN,established,,
488,146,Pterophorus hexadactyla,"(Linnaeus, 1758)",species,,Pterophorus,,hexadactyla,,,,,ICZN,established,,
489,137,Orneodes grammodactyla,"(Zeller, 1841)",species,,Orneodes,,grammodactyla,,,,,ICZN,established,,
490,490,Microschismus yakovlevi,Ustjuzhanin & Kovtunovich 2020,species,,Microschismus,,yakovlevi,,157,424,2020,ICZN,established,,
491,491,Microschismus alida,"Ustjuzhanin & Kovtunovich, 2020",species,,Microschismus,,alida,,157,424,2020,ICZN,established,,
492,492,Alucita stephanopsis,"(Meyrick, 1921)",species,,Alucita,,stephanopsis,,5,189,,ICZN,not established,Misspelling for Alucita stephanopis in LepIndex,
