ID,basionymID,scientificName,authorship,rank,uninomial,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,status,referenceID,publishedInYear,publishedInPage,remarks
900,900,Hepialus xenoctenis,"Meyrick, 1926",species,,Hepialus,,xenoctenis,,established,1026,1926,351,
901,901,Mutipialus,"C. Mielke, Grehan & Koike, 2021",genus,Mutipialus,,,,,established,1042,2021,567,
902,902,Mutipialus dilatus,"C. Mielke, Grehan & Koike, 2021",species,,Mutipialus,,dilatus,,established,1042,2021,569,
903,903,Mutipialus monticolus,"C. Mielke, Grehan & Koike, 2021",species,,Mutipialus,,monticolus,,established,1042,2021,569,
904,904,Napialus,"Chu & Wang, 1985",genus,Napialus,,,,,established,206,1985,130,
905,905,Napialus chenzhouensis,"Chu & Wang, 2004",species,,Napialus,,chenzhouensis,,established,1782,2004,185,
906,906,Napialus chongqingensis,"Wu, 1992",species,,Napialus,,chongqingensis,,established,1720,1992,55,
907,907,Napialus hunanensis,"Chu & Wang, 1985",species,,Napialus,,hunanensis,,established,206,1985,130,
908,908,Napialus jiangxiensis,"Chu & Wang, 2004",species,,Napialus,,jiangxiensis,,established,1782,2004,186,
909,910,Napialus kulingi,"(Daniel, 1940)",species,,Napialus,,kulingi,,established,267,1940,1023,
910,910,Phassus kulingi,"Daniel, 1940",species,,Phassus,,kulingi,,established,267,1940,1023,
911,911,Napialus spinosus,"Li & Wei, 2014",species,,Napialus,,spinosus,,established,902,2014,389,
912,912,Neohepialiscus,"Viette, 1948",genus,Neohepialiscus,,,,,established,1591,1948,293,
913,914,Neohepialiscus algeriensis,"(De Joannis, 1903)",species,,Neohepialiscus,,algeriensis,,established,284,1903,223,
914,914,Hepialiscus algeriensis,"De Joannis, 1903",species,,Hepialiscus,,algeriensis,,established,284,1903,223,
915,915,Hepialiscus algeriensis ab. joannisi,"Lucas, 1905",aberration,,Hepialiscus,,algeriensis,joannisi,established,938,1905,53,
916,916,Hepialiscus algeriensis ab. bicolor,"Pfitzner, 1912",aberration,,Hepialiscus,,algeriensis,bicolor,established,1195,1912,437,
917,917,Hepialus tunetanus,"Oberthür, 1917",species,,Hepialus,,tunetanus,,established,1127,1917,29,
918,918,Neoleto,"Eitschberger & Stroehle, 2021",genus,Neoleto,,,,,established,373,2021,344,
919,919,Neoleto stevei,"Eitschberger & Stroehle, 2021",species,,Neoleto,,stevei,,established,373,2021,345,
920,920,Oncopera,"Walker, 1856",genus,Oncopera,,,,,established,1645,1856,1558,
921,921,Oncoptera,"Meyrick, 1890",genus,Oncoptera,,,,,established,1020,1890,1118,
922,922,Paroncopera,"Tindale, 1933",genus,Paroncopera,,,,,established,1506,1933,15,
923,923,Onchophora,"Birket-Smith, 1974",genus,Onchophora,,,,,not established,107,1974,173,Misspelling
924,923,Onchoptera,"Birket-Smith, 1974",genus,Onchoptera,,,,,not established,107,1974,165,Misspelling
925,925,Oncopera alboguttata,"Tindale, 1933",species,,Oncopera,,alboguttata,,established,1506,1933,30,
926,926,Oncopera alpina,"Tindale, 1933",species,,Oncopera,,alpina,,established,1506,1933,27,
927,927,Oncopera alpina f. nebulosa,"Tindale, 1933",form,,Oncopera,,alpina,nebulosa,established,1506,1933,28,
928,928,Oncopera brachyphylla,"A. Turner, 1925",species,,Oncopera,,brachyphylla,,established,399,1925,273,
929,929,Oncopera brunneata,"Tindale, 1933",species,,Oncopera,,brunneata,,established,1506,1933,33,
930,930,Oncopera commoni,"Simonsen, 2018",species,,Oncopera,,commoni,,established,1383,2018,108,
931,931,Oncopera epargyra,"A. Turner, 1925",species,,Oncopera,,epargyra,,established,399,1925,273,
932,933,Oncopera fasciculatus,"(Walker, 1869)",species,,Oncopera,,fasciculatus,,established,1647,1869,68,
933,933,Hepialus fasciculatus,"Walker, 1869",species,,Hepialus,,fasciculatus,,established,1647,1869,68,
934,934,Oncopera intricata,"Walker, 1856",species,,Oncopera,,intricata,,established,1645,1856,1559,
935,935,Oncopera intricoides,"Tindale, 1933",species,,Oncopera,,intricoides,,established,1506,1933,25,
936,936,Oncopera mitocera,"A. Turner, 1911",species,,Oncopera,,mitocera,,established,1537,1911,132,
937,937,Oncopera mitocera ab. lineata,"Aurivillius, 1920",aberration,,Oncopera,,mitocera,lineata,established,52,1920,43,
938,938,Oncopera mitocera ab. suffusa,"Aurivillius, 1920",aberration,,Oncopera,,mitocera,suffusa,established,52,1920,43,
939,939,Oncopera mitocera ab. vittata,"Aurivillius, 1920",aberration,,Oncopera,,mitocera,vittata,established,52,1920,43,
940,940,Oncopera parva,"Tindale, 1933",species,,Oncopera,,parva,,established,1506,1933,36,
941,941,Oncopera argentata,"Tindale, 1933",species,,Oncopera,,argentata,,established,1506,1933,38,
942,942,Oncopera rufobrunnea,"Tindale, 1933",species,,Oncopera,,rufobrunnea,,established,1506,1933,23,
943,943,Oncopera tindalei,"Common, 1966",species,,Oncopera,,tindalei,,established,234,1966,18,
944,944,Oxycanus,"Walker, 1856",genus,Oxycanus,,,,,established,1645,1856,1573,
945,945,Porina,"Walker, 1856",genus,Porina,,,,,established,1645,1856,1573,
946,946,Gorina,"Quail, 1899",genus,Gorina,,,,,not established,1236,1899,340,Misspelling
947,947,Paraoxycanus,"Viette, 1950",genus,Paraoxycanus,,,,,established,1606,1950,67,
948,949,Oxycanus aedesima,"(A. Turner, 1929)",species,,Oxycanus,,aedesima,,established,1542,1929,307,
949,949,Porina aedesima,"A. Turner, 1929",species,,Porina,,aedesima,,established,1542,1929,307,
950,951,Oxycanus aegrus,"(Viette, 1956)",species,,Oxycanus,,aegrus,,established,1621,1956,51,
951,951,Paraoxycanus aegrus,"Viette, 1956",species,,Paraoxycanus,,aegrus,,established,1621,1956,51,
952,953,Oxycanus albostrigata,"(Rothschild, 1913)",species,,Oxycanus,,albostrigata,,established,1303,1913,278,
953,953,Phassodes albostrigata,"Rothschild, 1913",species,,Phassodes,,albostrigata,,established,1303,1913,278,
954,955,Oxycanus altenai,"(Viette, 1956)",species,,Oxycanus,,altenai,,established,1621,1956,56,
955,955,Paraoxycanus altenai,"Viette, 1956",species,,Paraoxycanus,,altenai,,established,1621,1956,56,
956,957,Oxycanus antipoda,"(Herrich-Schäffer, [1853])",species,,Oxycanus,,antipoda,,established,688,1853,"pl. [10], fig. 44",
957,957,Epiolus antipoda,"Herrich-Schäffer, [1853]",species,,Epiolus,,antipoda,,established,688,1853,"pl. [10], fig. 44",
958,958,Epiolus sordidus,"Herrich-Schäffer, [1853]",species,,Epiolus,,sordidus,,established,688,[1853],"pl. [10], fig. 49",
959,959,Oxycanus fuscomaculatus,"Walker, 1856",species,,Oxycanus,,fuscomaculatus,,established,1645,1856,1574 ,
960,960,Oxycanus pardalinus,"Walker, 1865",species,,Oxycanus,,pardalinus,,established,1646,1865,598 ,
961,961,Oxycanus armatus,"Tindale, 1955",species,,Oxycanus,,armatus,,established,1512,1955,341,
962,962,Oxycanus atrox,"Tindale, 1955",species,,Oxycanus,,atrox,,established,1512,1955,328,
963,963,Oxycanus aurifex,"Tindale, 1935",species,,Oxycanus,,aurifex,,established,1507,1935,302,
964,964,Oxycanus australis,"Walker, 1856",species,,Oxycanus,,australis,,established,1645,1856,1574,
965,965,Oxycanus balgooyi,"Tindale, 1968",species,,Oxycanus,,balgooyi,,established,1515,1968,303,
966,966,Oxycanus ballux,"Tindale, 1935",species,,Oxycanus,,ballux,,established,1507,1935,302,
967,967,Oxycanus barnardi,"Tindale, 1935",species,,Oxycanus,,barnardi,,established,1507,1935,319,
968,969,Oxycanus beltista,"(A. Turner, 1926)",species,,Oxycanus,,beltista,,established,1540,1926,155,
969,969,Porina beltista,"A. Turner, 1926",species,,Porina,,beltista,,established,1540,1926,155,
970,970,Oxycanus buluwandji,"Tindale, 1964",species,,Oxycanus,,buluwandji,,established,1514,1964,663,
971,972,Oxycanus byrsa,"(Pfitzner, 1933)",species,,Oxycanus,,byrsa,,established,1197,1933,834,
972,972,Pielus byrsa,"Pfitzner, 1933",species,,Pielus,,byrsa,,established,1197,1933,834,
973,973,Oxycanus carus,"Tindale, 1935",species,,Oxycanus,,carus,,established,1507,1935,299,
974,975,Oxycanus determinata,"(Walker, 1856)",species,,Oxycanus,,determinata,,established,1645,1856,1563,
975,975,Elhamma determinata,"Walker, 1856",species,,Elhamma,,determinata,,established,1645,1856,1563,
976,977,Oxycanus diakonoffi,"(Viette, 1956)",species,,Oxycanus,,diakonoffi,,established,1621,1956,55,
977,977,Paraoxycanus diakonoffi,"Viette, 1956",species,,Paraoxycanus,,diakonoffi,,established,1621,1956,55,
978,979,Oxycanus dirempta,"(Walker, 1865)",species,,Oxycanus,,dirempta,,established,1646,1865,597,
979,979,Porina dirempta,"Walker, 1865",species,,Porina,,dirempta,,established,1646,1865,597,
980,980,Porina kershawi,"Lucas, 1891",species,,Porina,,kershawi,,established,943,1891,282,
981,981,Oxycanus discipennis,"Tindale, 1955",species,,Oxycanus,,discipennis,,established,1512,1955,335,
982,982,Oxycanus dives,"Tindale, 1955",species,,Oxycanus,,dives,,established,1512,1955,316,
983,983,Oxycanus eos,"Tindale, 1955",species,,Oxycanus,,eos,,established,1512,1955,330,
984,984,Oxycanus ephemerous,"Beaver & Moore, 2020",species,,Oxycanus,,ephemerous,,established,85,2020,353,
985,985,Oxycanus flavoplumosus,"Beaver & Moore, 2020",species,,Oxycanus,,flavoplumosus,,established,85,2020,356,
986,987,Oxycanus fuliginosa,"(Rothschild, 1915)",species,,Oxycanus,,fuliginosa,,established,1304,1915,145,
987,987,Porina fuliginosa,"Rothschild, 1915",species,,Porina,,fuliginosa,,established,1304,1915,145,
988,988,Oxycanus gelidus,"Tindale, 1935",species,,Oxycanus,,gelidus,,established,1507,1935,305,
989,989,Oxycanus glauerti,"Tindale, 1955",species,,Oxycanus,,glauerti,,established,1512,1955,338,
990,990,Oxycanus goldfinchi,"Tindale, 1935",species,,Oxycanus,,goldfinchi,,established,1507,1935,305,
991,991,Oxycanus goodingi,"Tindale, 1935",species,,Oxycanus,,goodingi,,established,1507,1935,321,
992,992,Oxycanus hamatus,"Tindale, 1935",species,,Oxycanus,,hamatus,,established,1507,1935,307,
993,993,Oxycanus hebe,"Tindale, 1955",species,,Oxycanus,,hebe,,established,1512,1955,337,
994,994,Oxycanus hecabe,"Tindale, 1955",species,,Oxycanus,,hecabe,,established,1512,1955,318,
995,995,Oxycanus hecabe f. lethe,"Tindale, 1955",form,,Oxycanus,,hecabe,lethe,established,1512,1955,318,
996,997,Oxycanus herbuloti,"(Viette, 1956)",species,,Oxycanus,,herbuloti,,established,1621,1956,45,
997,997,Paraoxycanus herbuloti,"Viette, 1956",species,,Paraoxycanus,,herbuloti,,established,1621,1956,45,
998,998,Oxycanus herdus,"Tindale, 1935",species,,Oxycanus,,herdus,,established,1507,1935,299,
999,999,Oxycanus incanus,"Tindale, 1935",species,,Oxycanus,,incanus,,established,1507,1935,318,
1000,1000,Oxycanus janeus,"Tindale, 1935",species,,Oxycanus,,janeus,,established,1507,1935,297,
1001,1001,Oxycanus kochi,"Tindale, 1955",species,,Oxycanus,,kochi,,established,1512,1955,340,
1002,1002,Oxycanus loesus,"Tindale, 1935",species,,Oxycanus,,loesus,,established,1507,1935,311,
1003,1003,Oxycanus lyelli,"Tindale, 1935",species,,Oxycanus,,lyelli,,established,1507,1935,293,
1004,1005,Oxycanus maculosus,"(C. & R. Felder, 1874)",species,,Oxycanus,,maculosus,,established,412,1874,"8, pl. 81, fig. 1",
1005,1005,Pielus maculosus,"C. & R. Felder, 1874",species,,Pielus,,maculosus,,established,412,1874,"8, pl. 81, fig. 1",
1006,1006,Oxycanus mayri,"Tindale, 1955",species,,Oxycanus,,mayri,,established,1512,1955,334,
1007,1008,Oxycanus meeki,"(Viette, 1950)",species,,Oxycanus,,meeki,,established,1606,1950,69,
1008,1008,Paraoxycanus meeki,"Viette, 1950",species,,Paraoxycanus,,meeki,,established,1606,1950,69,
1009,1009,Oxycanus naias,"Tindale, 1935",species,,Oxycanus,,naias,,established,1507,1935,303,
1010,1011,Oxycanus nigra,"(Viette, 1956)",species,,Oxycanus,,nigra,,established,1621,1956,48,
1011,1011,Paraoxycanus nigra,"Viette, 1956",species,,Paraoxycanus,,nigra,,established,1621,1956,48,
1012,1013,Oxycanus nigripuncta,"(Joicey & Talbot, 1917)",species,,Oxycanus,,nigripuncta,,established,767,1917,83,
1013,1013,Porina nigripuncta,"Joicey & Talbot, 1917",species,,Porina,,nigripuncta,,established,767,1917,83,
1014,1014,Porina nigricosta,"Joicey & Talbot, 1917",species,,Porina,,nigricosta,,established,767,1917,84,
1015,1016,Oxycanus niphadias,"(Meyrick, 1890)",species,,Oxycanus,,niphadias,,established,1020,1890,1122,
1016,1016,Porina niphadias,"Meyrick, 1890",species,,Porina,,niphadias,,established,1020,1890,1122,
1017,1018,Oxycanus novaeguineensis,"(Viette, 1950)",species,,Oxycanus,,novaeguineensis,,established,1606,1950,68,
1018,1018,Paraoxycanus novaeguineensis,"Viette, 1950",species,,Paraoxycanus,,novaeguineensis,,established,1606,1950,68,
1019,1019,Oxycanus nuptialis,"Tindale, 1935",species,,Oxycanus,,nuptialis,,established,1507,1935,317,
1020,1020,Oxycanus occidentalis,"Tindale, 1935",species,,Oxycanus,,occidentalis,,established,1507,1935,312,
1021,1021,Oxycanus oreades,"Edwards & Green, 2011",species,,Oxycanus,,oreades,,established,362,2011,79,
1022,1022,Oxycanus oressigenes,"Edwards & Green, 2011",species,,Oxycanus,,oressigenes,,established,362,2011,82,
1023,1023,Oxycanus perditus,"Tindale, 1935",species,,Oxycanus,,perditus,,established,1507,1935,296,
1024,1024,Oxycanus perplexus,"Tindale, 1955",species,,Oxycanus,,perplexus,,established,1512,1955,331,
1025,1025,Oxycanus poeticus,"Tindale, 1935",species,,Oxycanus,,poeticus,,established,1507,1935,313,
1026,1026,Oxycanus petalous,"Beaver & Moore, 2020",species,,Oxycanus,,petalous,,established,85,2020,358,
1027,1028,Oxycanus postflavida,"(Rothschild, 1915)",species,,Oxycanus,,postflavida,,established,1304,1915,145,
1028,1028,Porina postflavida,"Rothschild, 1915",species,,Porina,,postflavida,,established,1304,1915,145,
1029,1030,Oxycanus postxois,"(Viette, 1956)",species,,Oxycanus,,postxois,,established,1621,1956,50,
1030,1030,Paraoxycanus postxois,"Viette, 1956",species,,Paraoxycanus,,postxois,,established,1621,1956,50,
1031,1031,Oxycanus promiscuus,"Tindale, 1935",species,,Oxycanus,,promiscuus,,established,1507,1935,314,
1032,1032,Oxycanus rileyi,"Tindale, 1955",species,,Oxycanus,,rileyi,,established,1512,1955,311,
1033,1033,Oxycanus rosaceus,"Tindale, 1935",species,,Oxycanus,,rosaceus,,established,1507,1935,306,
1034,1034,Oxycanus rufescens,"Walker, 1856",species,,Oxycanus,,rufescens,,established,1645,1856,1575,
1035,1035,Pielus invarius,"Walker, 1865",species,,Pielus,,invarius,,established,1646,1865,599,
1036,1037,Oxycanus salmonacea,"(Rothschild & Jordan, 1905)",species,,Oxycanus,,salmonacea,,established,1305,1905,478,
1037,1037,Porina salmonacea,"Rothschild & Jordan, 1905",species,,Porina,,salmonacea,,established,1305,1905,478,
1038,1038,Oxycanus serratus,"Tindale, 1955",species,,Oxycanus,,serratus,,established,1512,1955,320,
1039,1039,Oxycanus silvanus,"Tindale, 1935",species,,Oxycanus,,silvanus,,established,1507,1935,298,
1040,1040,Oxycanus sirpus,"Tindale, 1935",species,,Oxycanus,,sirpus,,established,1507,1935,322,
1041,1042,Oxycanus snelleni,"(Viette, 1956)",species,,Oxycanus,,snelleni,,established,1621,1956,46,
1042,1042,Paraoxycanus snelleni,"Viette, 1956",species,,Paraoxycanus,,snelleni,,established,1621,1956,46,
1043,1043,Oxycanus spadix,"Tindale, 1935",species,,Oxycanus,,spadix,,established,1507,1935,310,
1044,1045,Oxycanus sphragidias,"(Meyrick, 1890)",species,,Oxycanus,,sphragidias,,established,1020,1890,1123,
1045,1045,Porina sphragidias,"Meyrick, 1890",species,,Porina,,sphragidias,,established,1020,1890,1123,
1046,1046,Oxycanus stellans,"Tindale, 1935",species,,Oxycanus,,stellans,,established,1507,1935,308,
1047,1048,Oxycanus subochracea,"(Joicey & Talbot, 1917)",species,,Oxycanus,,subochracea,,established,767,1917,85,
1048,1048,Porina subochracea,"Joicey & Talbot, 1917",species,,Porina,,subochracea,,established,767,1917,85,
1049,1049,Porina argentipuncta,"Joicey & Talbot, 1917",species,,Porina,,argentipuncta,,established,767,1917,85,
1050,1050,Oxycanus subochrea,"Viette, 1950",species,,Oxycanus,,subochrea,,not established,1606,1950,71,Misspelling
1051,1052,Oxycanus subvaria,"(Walker, 1856)",species,,Oxycanus,,subvaria,,established,1645,1856,1562,
1052,1052,Elhamma subvaria,"Walker, 1856",species,,Elhamma,,subvaria,,established,1645,1856,1562,
1053,1052,Oxycanus subvarius,"Walker, 1856",species,,Oxycanus,,subvarius,,established,1645,1856,1575 ,
1054,1054,Oxycanus lamnus,"Tindale, 1935",species,,Oxycanus,,lamnus,,established,1507,1935,325 ,
1055,1055,Oxycanus hildae,"Tindale, 1964",species,,Oxycanus,,hildae,,established,1514,1964,665 ,
1056,1056,Oxycanus tamsi,"Tindale, 1955",species,,Oxycanus,,tamsi,,established,1512,1955,313,
1057,1057,Oxycanus thasus,"Tindale, 1955",species,,Oxycanus,,thasus,,established,1512,1955,322,
1058,1058,Oxycanus thoe,"Tindale, 1955",species,,Oxycanus,,thoe,,established,1512,1955,326,
1059,1060,Oxycanus toxopeusi,"(Viette, 1956)",species,,Oxycanus,,toxopeusi,,established,1621,1956,47,
1060,1060,Paraoxycanus toxopeusi,"Viette, 1956",species,,Paraoxycanus,,toxopeusi,,established,1621,1956,47,
1061,1062,Oxycanus tyres,"(Viette, 1956)",species,,Oxycanus,,tyres,,established,1621,1956,53,
1062,1062,Paraoxycanus tyres,"Viette, 1956",species,,Paraoxycanus,,tyres,,established,1621,1956,53,
1063,1063,Oxycanus waterhousei,"Tindale, 1935",species,,Oxycanus,,waterhousei,,established,1507,1935,292,
1064,1064,Oxycanus xois,"Tindale, 1955",species,,Oxycanus,,xois,,established,1512,1955,315,
1065,1065,Pallas,"C. Mielke & Grehan, 2015",genus,Pallas,,,,,established,1036,2015,115,
1066,1066,Pallas reynaudi,"C. Mielke & Grehan, 2015",species,,Pallas,,reynaudi,,established,1036,2015,116,
1067,1067,Palpifer,"Hampson, [1893]",genus,Palpifer,,,,,established,631,1893,316,
1068,1068,Palpiphorus,"Quail, 1900",genus,Palpiphorus,,,,,not established,1237,1900,426,Misspelling
1069,1069,Palpiphora,"Pagenstecher, 1909",genus,Palpiphora,,,,,not established,1161,1909,448,Misspelling
1070,1070,Palpifer boonei,"Grehan & C. Mielke, 2019",species,,Palpifer,,boonei,,established,574,2019,5,
1071,1071,Palpifer chui,"Ignatev, Grehan & C. Mielke, 2023",species,,Palpifer,,chui,,established,743,2023,326,
1072,1072,Palpifer climoi,"Ignatev, Grehan & C. Mielke, 2023",species,,Palpifer,,climoi,,established,743,2023,327,
1073,1073,Palpifer falkneri,"Viette, 1968",species,,Palpifer,,falkneri,,established,1626,1968,132,
1074,1074,Palpifer hopponis,"Matsumura, 1931",species,,Palpifer,,hopponis,,established,984,1931,1889,
1075,1075,Palpifer hylandae,"Grehan & C. Mielke, 2019",species,,Palpifer,,hylandae,,established,574,2019,13,
1076,1077,Palpifer madurensis,"(Pfitzner, 1914)",species,,Palpifer,,madurensis,,established,1196,1914,96,
1077,1077,Pielus madurensis,"Pfitzner, 1914",species,,Pielus,,madurensis,,established,1196,1914,96,
1078,1079,Palpifer murinus,"(Moore, 1879)",species,,Palpifer,,murinus,,established,1066,1879,413,
1079,1079,Hepialus murinus,"Moore, 1879",species,,Hepialus,,murinus,,established,1066,1879,413,
1080,1080,Palpifer caerulescens,"Swinhoe, 1894",species,,Palpifer,,caerulescens,,established,1475,1894,440,
1081,1081,Palpifer nielseni,"Ignatev, Grehan & C. Mielke, 2023",species,,Palpifer,,nielseni,,established,743,2023,323,
1082,1083,Palpifer niphonica,"(Butler, 1879)",species,,Palpifer,,niphonica,,established,161,1879,357,
1083,1083,Gorgopis niphonica,"Butler, 1879",species,,Gorgopis,,niphonica,,established,161,1879,357,
1084,1084,Palpifer sexnotatus f. ronin,"Pfitzner, 1912",form,,Palpifer,,sexnotatus,ronin,established,1195,1912,437 ,
1085,1085,Palpifer pellicia,"Swinhoe, 1905",species,,Palpifer,,pellicia,,established,1477,1905,152,
1086,1087,Palpifer sexnotatus,"(Moore, 1879)",species,,Palpifer,,sexnotatus,,established,1066,1879,413,
1087,1087,Hepialus sexnotatus,"Moore, 1879",species,,Hepialus,,sexnotatus,,established,1066,1879,413,
1088,1088,Palpifer sexnotaius,"Pfitzner, 1912",species,,Palpifer,,sexnotaius,,not established,1195,1912,437,Misspelling
1089,1089,Palpifer sordida,"Snellen, 1900",species,,Palpifer,,sordida,,established,1404,1900,30,
1090,1090,Palpifer sordidus f. notatus,"Pfitzner, 1933",form,,Palpifer,,sordidus,notatus,established,1197,1933,845 ,
1091,1092,Palpifer taprobanus,"(Moore, 1887)",species,,Palpifer,,taprobanus,,established,1069,1887,545,
1092,1092,Hepialus taprobanus,"Moore, 1887",species,,Hepialus,,taprobanus,,established,1069,1887,545,
1093,1094,Palpifer tavoyanus,"(Moore, 1886)",species,,Palpifer,,tavoyanus,,established,1068,1886,98,
1094,1094,Hepialus tavoyanus,"Moore, 1886",species,,Hepialus,,tavoyanus,,established,1068,1886,98,
1095,1096,Palpifer umbrinus,"(Moore, 1879)",species,,Palpifer,,umbrinus,,established,1066,1879,88,
1096,1096,Hepialus umbrinus,"Moore, 1879",species,,Hepialus,,umbrinus,,established,1066,1879,88,
1097,1097,Parahepialiscus,"Viette, 1950",genus,Parahepialiscus,,,,,established,1602,1950,169,
1098,1099,Parahepialiscus borneensis,"(Pfitzner, 1933)",species,,Parahepialiscus,,borneensis,,established,1197,1933,844,
1099,1099,Hepialiscus borneensis,"Pfitzner, 1933",species,,Hepialiscus,,borneensis,,established,1197,1933,844,
1100,1100,Parahepialiscus baluensis,"Viette, 1950",species,,Parahepialiscus,,baluensis,,established,1602,1950,169 ,
1101,1101,Parapielus,"Viette, 1949",genus,Parapielus,,,,,established,1592,1949,54,
1102,1102,Lossbergiana,"Viette, 1951",genus,Lossbergiana,,,,,established,1609,1951,5,
1103,1104,Parapielus heimlichi,"(Ureta, 1956)",species,,Parapielus,,heimlichi,,established,1567,1956,283,
1104,1104,Hepialus heimlichi,"Ureta, 1956",species,,Hepialus,,heimlichi,,established,1567,1956,283,
1105,1106,Parapielus luteicornis,"(Berg, 1882)",species,,Parapielus,,luteicornis,,established,92,1882,218,
1106,1106,Pielus luteicornis,"Berg, 1882",species,,Pielus,,luteicornis,,established,92,1882,218,
1107,1107,Pielus luteicornis f. popperi,"Pfitzner, 1938",form,,Pielus,,luteicornis,popperi,established,1198,1938,1297,
1108,1109,Parapielus oberthuri,"(Viette, 1951)",species,,Parapielus,,oberthuri,,established,1609,1951,5,
1109,1109,Lossbergiana oberthuri,"Viette, 1951",species,,Lossbergiana,,oberthuri,,established,1609,1951,5,
1110,1111,Parapielus reedi,"(Ureta, 1957)",species,,Parapielus,,reedi,,established,1568,1957,163,
1111,1111,Hepialus reedi,"Ureta, 1957",species,,Hepialus,,reedi,,established,1568,1957,163,
1112,1112,Parathitarodes,"Ueda, 1999",genus,Parathitarodes,,,,,established,1561,1999,137,
1113,1113,Parathitarodes changi,"Ueda, 1999",species,,Parathitarodes,,changi,,established,1561,1999,139,
1114,1114,Pfitzneriana,"Viette, 1952",genus,Pfitzneriana,,,,,established,1613,1952,29,
1115,1115,Pfitzneriana allura,"Viette, 1961",species,,Pfitzneriana,,allura,,established,1624,1961,5,
1116,1117,Pfitzneriana obliquestrigata,"(Strand, 1912)",species,,Pfitzneriana,,obliquestrigata,,established,1448,1912,156,
1117,1117,Dalaca obliquestrigata,"Strand, 1912",species,,Dalaca,,obliquestrigata,,established,1448,1912,156,
1118,1119,Pfitzneriana olivescens,"(Pfitzner, 1914)",species,,Pfitzneriana,,olivescens,,established,1196,1914,105,
1119,1119,Dalaca olivescens,"Pfitzner, 1914",species,,Dalaca,,olivescens,,established,1196,1914,105,
1120,1120,Dalaca manoa,"Pfitzner, 1914",species,,Dalaca,,manoa,,established,1196,1914,105,"The holotype male of Dalaca olivescens (Plate 9, fig. 9b) and the holotype female of D. manoa (Plate 9, fig. 9a) together form a pair of the same species with respect to nearly identical forewing pattern, and the specimens are located within 14 km of each other on the same Andean slope of Colombia. This proximity and similarity of wing pattern leads us to consider the two specimens as the same species, consistent with a 0.7% difference in the full COI gene sequence of the respective holotypes. Both taxa were described in the same work and on the same page, so we have chosen D. olivescens as the senior synonym as the holotype is a male (as most South American species are known at least for the male), while the holotype of D. manoa is a female."
1121,1121,Pfizneriana olivescens boliviensis,"Viette, 1961",subspecies,,Pfizneriana,,olivescens,boliviensis,established,1624,1961,6 ,
1122,1122,Pfitzneriana vogli,"Viette, 1952",species,,Pfitzneriana,,vogli,,established,1613,1952,30,
1123,1123,Pfitzneriella,"Viette, 1950",genus,Pfitzneriella,,,,,established,1608,1950,116,
1124,1124,Pfitzneriella antonkozlovi,"Grehan & C. Mielke, 2018",species,,Pfitzneriella,,antonkozlovi,,established,572,2018,8,
1125,1126,Pfitzneriella lucicola,"(Maassen, 1890)",species,,Pfitzneriella,,lucicola,,established,1690,1890,137,
1126,1126,Triodia lucicola,"Maassen, 1890",species,,Triodia,,lucicola,,established,1690,1890,137,
1127,1127,Pfitzneriella olafi,"Grehan & C. Mielke, 2018",species,,Pfitzneriella,,olafi,,established,572,2018,10,
1128,1128,Pfitzneriella rawlinsi,"Grehan & C. Mielke, 2018",species,,Pfitzneriella,,rawlinsi,,established,572,2018,13,
1129,1130,Pfitzneriella remota,"(Pfitzner, 1906)",species,,Pfitzneriella,,remota,,established,1192,1906,276,
1130,1130,Hepialus remota,"Pfitzner, 1906",species,,Hepialus,,remota,,established,1192,1906,276,
1131,1132,Pfitzneriella similis,"(Zukowski, 1954)",species,,Pfitzneriella,,similis,,established,1791,1954,94,
1132,1132,Triodia similis,"Zukowski, 1954",species,,Triodia,,similis,,established,1791,1954,94,
1133,1133,Pfitzneriella titarenkoi,"Grehan & C. Mielke, 2018",species,,Pfitzneriella,,titarenkoi,,established,572,2018,15,
1134,1134,Pfitzneriella yuliyakovalevae,"Grehan & C. Mielke, 2018",species,,Pfitzneriella,,yuliyakovalevae,,established,572,2018,17,
1135,1135,Pharmacis,"Hübner, [1820]",genus,Pharmacis,,,,,established,721,1820,199,
1136,1137,Pharmacis aemilianus,"(Constantini, 1911)",species,,Pharmacis,,aemilianus,,established,243,1911,247,
1137,1137,Hepialus aemilianus,"Constantini, 1911",species,,Hepialus,,aemilianus,,established,243,1911,247,
1138,1139,Pharmacis anselminae,"(Teobaldelli, 1977)",species,,Pharmacis,,anselminae,,established,1489,1977,40,
1139,1139,Hepialus anselminae,"Teobaldelli, 1977",species,,Hepialus,,anselminae,,established,1489,1977,40,
1140,1141,Pharmacis bertrandi,"(Le Cerf, 1936)",species,,Pharmacis,,bertrandi,,established,869,1936,290,
1141,1141,Hepialus bertrandi,"Le Cerf, 1936",species,,Hepialus,,bertrandi,,established,869,1936,290,
1142,1142,Pharmacis cantabricus,"Kallies & Farino, 2018",species,,Pharmacis,,cantabricus,,established,779,2018,228,
1143,1144,Pharmacis carna,"([Denis & Schiffermüller], 1775)",species,,Pharmacis,,carna,,established,288,1775,310,
1144,1144,Phalaena carna,"[Denis & Schiffermüller], 1775",species,,Phalaena,,carna,,established,288,1775,310,
