ID,basionymID,scientificName,authorship,rank,uninomial,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,status,referenceID,publishedInYear,publishedInPage,remarks
1145,1145,Phalaena jodutta,"[Denis & Schiffermüller], 1775",species,,Phalaena,,jodutta,,established,288,1775,61,
1146,1146,Hepialus iodutta,"Fabricius, 1787",species,,Hepialus,,iodutta,,not established,404,1787,134,Misspelling
1147,1147,Hepialus joduttator,"Haworth, 1802",species,,Hepialus,,joduttator,,established,661,1802,4,"Unjustified emendation; Haworth (1802: iii) stated ""The Aurelian Society, presuming it will be a manifest improvement in the science of Entomology, has resolved, that the...Hepiali [shall end] in ator;"" This is an unjustified emendation because it does not involve the correction of an inadvertent error [Art. 32.5.1] emd. carnator (Haworth 1802: 4) (Hepialus); emendation (Nielsen et al., 2000: 846) unjustified emendation [Art. 32.5.1]. Explanation as for joduttator"
1148,1148,Hepiolus socordis,"Freyer, 1852",species,,Hepiolus,,socordis,,established,474,1852,123,
1149,1149,Hepiolus uredo,"Freyer, 1852",species,,Hepiolus,,uredo,,established,474,1852,122,
1150,1150,Hepialus carna transsylvanica,"Daniel, 1949",subspecies,,Hepialus,,carna,transsylvanica,established,269,1949,240,
1151,1151,Pharmacis claudiae,"Kristal & Hirneisen, 1994",species,,Pharmacis,,claudiae,,established,841,1994,56,
1152,1153,Pharmacis pyrenaicus,"(Donzel, 1838)",species,,Pharmacis,,pyrenaicus,,established,317,1838,429,
1153,1153,Hepialus pyrenaicus,"Donzel, 1838",species,,Hepialus,,pyrenaicus,,established,317,1838,429,
1154,1154,Hepialus pyrenaeus,"Herrich-Schäffer, [1846]",species,,Hepialus,,pyrenaeus,,not established,686,[1846],7,Misspelling
1155,1155,Hepialus alticola,"Oberthür, 1881",species,,Hepialus,,alticola,,established,1121,1881,527,
1156,1156,Phassodes,"Bethune-Baker, 1905",genus,Phassodes,,,,,established,99,1905,89,
1157,1157,Phassodes samoa,"Grehan & C. Mielke, 2020",species,,Phassodes,,samoa,,established,577,2020,11,
1158,1158,Phassodes tutuila,"Grehan & C. Mielke, 2020",species,,Phassodes,,tutuila,,established,577,2020,13,
1159,1160,Phassodes vitiensis,"(Rothschild, 1895)",species,,Phassodes,,vitiensis,,established,1300,1895,482,
1160,1160,Leto vitiensis,"Rothschild, 1895",species,,Leto,,vitiensis,,established,1300,1895,482,
1161,1161,Phassodes bimorpha,"Bethune-Baker, 1905",species,,Phassodes,,bimorpha,,established,99,1905,91 ,
1162,1162,Phassodes guthrei,"Bethune-Baker, 1905",species,,Phassodes,,guthrei,,established,99,1905,90 ,
1163,1163,Phassodes nausori,"Bethune-Baker, 1905",species,,Phassodes,,nausori,,established,99,1905,91 ,
1164,1164,Phassodes odorevalvula,"Bethune-Baker, 1905",species,,Phassodes,,odorevalvula,,established,99,1905,90 ,
1165,1165,Phassodes rewaensis,"Bethune-Baker, 1905",species,,Phassodes,,rewaensis,,established,99,1905,91 ,
1166,1166,Phassodes vitensis,"Bethune-Baker, 1905",species,,Phassodes,,vitensis,,established,99,1905,92 ,
1167,1167,Phassodes walteri,"Grehan & C. Mielke, 2020",species,,Phassodes,,walteri,,established,577,2020,9,
1168,1168,Phassus,"Walker, 1856",genus,Phassus,,,,,established,1645,1856,1566,
1169,1169,Phassus aurigenus,"Pfitzner, 1914",species,,Phassus,,aurigenus,,established,1196,1914,110,
1170,1170,Phassus basirei,"Schaus, 1890",species,,Phassus,,basirei,,established,1334,1890,46,
1171,1171,Phassus championi,"Druce, 1887",species,,Phassus,,championi,,established,322,1887,233,
1172,1172,Phassus chrysodidyma,"Dyar, 1915",species,,Phassus,,chrysodidyma,,established,353,1915,85,
1173,1173,Phassus exclamationis,"Pfitzner, 1938",species,,Phassus,,exclamationis,,established,1198,1938,1299,
1174,1175,Phassus huebneri,"(Geyer, [1838])",species,,Phassus,,huebneri,,established,507,1838,53,
1175,1175,Pharmacis huebneri,"Geyer, [1838]",species,,Pharmacis,,huebneri,,established,507,1838,53,
1176,1176,Phassus argentiferus,"Walker, 1856",species,,Phassus,,argentiferus,,established,1645,1856,1566 ,
1177,1177,Phassus pedipogon,"Strand, 1916",species,,Phassus,,pedipogon,,established,1453,1916,25 ,
1178,1178,Phassus marcius,"Druce, 1892",species,,Phassus,,marcius,,established,325,1892,278,
1179,1179,Phassus n-signatus,"Weymer, 1907",species,,Phassus,,n-signatus,,established,1689,1907,37,
1180,1180,Phassus rosulentus,"Weymer, 1907",species,,Phassus,,rosulentus,,established,1689,1907,35,
1181,1181,Phassus triangularis,"Edwards, 1885",species,,Phassus,,triangularis,,established,368,1885,129,
1182,1182,Phassus triangularis f. triangularides,"Pfitzner, 1938",form,,Phassus,,triangularis,triangularides,established,1198,1938,1299,
1183,1183,Phassus violetteae,"C. Mielke & Grehan, 2015",species,,Phassus,,violetteae,,established,1036,2015,118,
1184,1184,Phassus zapalinamensis,"Grehan, C. Mielke & Garzón-Orduña, 2022",species,,Phassus,,zapalinamensis,,established,582,2022,2,
1185,1185,Phialuse,"Viette, 1961",genus,Phialuse,,,,,established,1624,1961,4,
1186,1186,Phialuse palmar,"Viette, 1961",species,,Phialuse,,palmar,,established,1624,1961,4,
1187,1187,Philoenia,"Kirby, 1892",genus,Philoenia,,,,,established,815,1892,885,
1188,1188,Philaenia,"Wagner & Pfitzner, 1911",genus,Philaenia,,,,,not established,1643,1911,14,Misspelling
1189,1190,Philoenia brasiliensis,"(Viette, 1952)",species,,Philoenia,,brasiliensis,,established,1614,1952,143,
1190,1190,Philaenia brasiliensis,"Viette, 1952",species,,Philaenia,,brasiliensis,,established,1614,1952,143,
1191,1192,Philoenia brunnea,"(Schaus, 1901)",species,,Philoenia,,brunnea,,established,1337,1901,77,
1192,1192,Cibyra brunnea,"Schaus, 1901",species,,Cibyra,,brunnea,,established,1337,1901,77,
1193,1194,Philoenia cocama,"(Pfitzner, 1914)",species,,Philoenia,,cocama,,established,1196,1914,110,
1194,1194,Dalaca cocama,"Pfitzner, 1914",species,,Dalaca,,cocama,,established,1196,1914,110,
1195,1196,Philoenia fasslii,"(Pfitzner, 1914)",species,,Philoenia,,fasslii,,established,1196,1914,106,
1196,1196,Dalaca fasslii,"Pfitzner, 1914",species,,Dalaca,,fasslii,,established,1196,1914,106,
1197,1198,Philoenia guyanensis,"(Viette, 1951)",species,,Philoenia,,guyanensis,,established,1609,1951,3,
1198,1198,Aepytus guyanensis,"Viette, 1951",species,,Aepytus,,guyanensis,,established,1609,1951,3,
1199,1200,Philoenia indicata,"(Strand, 1912)",species,,Philoenia,,indicata,,established,1449,1912,100,
1200,1200,Dalaca indicata,"Strand, 1912",species,,Dalaca,,indicata,,established,1449,1912,100,
1201,1202,Philoenia lagopus,"(Möschler, 1877)",species,,Philoenia,,lagopus,,established,1087,1877,670,
1202,1202,Pharmacis lagopus,"Möschler, 1877",species,,Pharmacis,,lagopus,,established,1087,1877,670,
1203,1204,Philoenia nannophyes,"(Pfitzner, 1914)",species,,Philoenia,,nannophyes,,established,1196,1914,110,
1204,1204,Dalaca nannophyes,"Pfitzner, 1914",species,,Dalaca,,nannophyes,,established,1196,1914,110,
1205,1206,Philoenia niepelti,"(Pfitzner, 1914)",species,,Philoenia,,niepelti,,established,1451,1914,59,
1206,1206,Dalaca niepelti,"Pfitzner, 1914",species,,Dalaca,,niepelti,,established,1451,1914,59,
1207,1208,Philoenia saguanmachica,"(Pfitzner, 1914)",species,,Philoenia,,saguanmachica,,established,1196,1914,110,
1208,1208,Dalaca saguanmachica,"Pfitzner, 1914",species,,Dalaca,,saguanmachica,,established,1196,1914,110,
1209,1210,Philoenia thisbe,"(Druce, 1901)",species,,Philoenia,,thisbe,,established,326,1901,437,
1210,1210,Dalaca thisbe,"Druce, 1901",species,,Dalaca,,thisbe,,established,326,1901,437,
1211,1211,Dalaca thisbe f. hemichrysea,"Pfitzner, 1937",form,,Dalaca,,thisbe,hemichrysea,established,1198,1937,1296,
1212,1212,Phthius,"C. Mielke & Grehan, 2017",genus,Phthius,,,,,established,1038,2017,132,
1213,1213,Phthius punctatus,"C. Mielke & Grehan, 2017",species,,Phthius,,punctatus,,established,1038,2017,133,
1214,1214,Phymatopus,"Wallengren, 1869",genus,Phymatopus,,,,,established,1651,1869,20,
1215,1215,Phygmatopus,"Pagenstecher, 1909",genus,Phygmatopus,,,,,not established,1161,1909,448,Misspelling
1216,1216,Hepiolopsis,"Börner, 1920",genus,Hepiolopsis,,,,,established,136,1920,395,
1217,1217,Phimatopus,"Lempke, 1961",genus,Phimatopus,,,,,not established,878,1961,183,Misspelling
1218,1219,Phymatopus behrensii,"(Stretch, 1872)",species,,Phymatopus,,behrensii,,established,1459,1872,105,
1219,1219,Sthenopis behrensii,"Stretch, 1872",species,,Sthenopis,,behrensii,,established,1459,1872,105,
1220,1220,Sthenopis behrnsii,"Stretch, 1872",species,,Sthenopis,,behrnsii,,not established,1459,1872,,Misspelling
1221,1221,Sthenopis montana,"Stretch, 1872",species,,Sthenopis,,montana,,established,1459,1872,105,
1222,1222,Epialus tacomae,"Edwards, 1874",species,,Epialus,,tacomae,,established,365,1874,365,
1223,1223,Hepialus desolatus,"Strecker, 1875",species,,Hepialus,,desolatus,,established,1455,1875,107,
1224,1224,Hepialus anceps,"Edwards, 1881",species,,Hepialus,,anceps,,established,366,1881,36,
1225,1226,Phymatopus californicus,"(Boisduval, 1868)",species,,Phymatopus,,californicus,,established,119,1868,85,
1226,1226,Hepialus californicus,"Boisduval, 1868",species,,Hepialus,,californicus,,established,119,1868,85,
1227,1227,Hepialus sequoiolus,"Behrens, 1876",species,,Hepialus,,sequoiolus,,established,88,1876,174,
1228,1228,Hepialus mendocinolus,"Behrens, 1876",species,,Hepialus,,mendocinolus,,established,88,1876,174,
1229,1229,Hepialus baroni,"Behrens, 1876",species,,Hepialus,,baroni,,established,88,1876,175,
1230,1230,Hepialus rectus,"Edwards, 1881",species,,Hepialus,,rectus,,established,366,1881,35,
1231,1232,Phymatopus hecta,"(Linnaeus, 1758)",species,,Phymatopus,,hecta,,established,916,1758,822 [Appendix],
1232,1232,Phalaena (Noctua) hecta,"Linnaeus, 1758",species,,Phalaena,Noctua,hecta,,established,916,1758,822 [Appendix],
1233,1233,Phalaena clavipes,"Retzius, 1783",species,,Phalaena,,clavipes,,established,1262,1783,43,
1234,1234,Noctua elinguis nemorosa,"Esper, 1786",subspecies,,Noctua,,elinguis,nemorosa,established,389,1786,30,
1235,1235,Hepialus hecta ab. unicolor,"Petersen, 1902",aberration,,Hepialus,,hecta,unicolor,established,1187,1902,306,
1236,1236,Hepialus decorata,"Krulikowsky, 1908",species,,Hepialus,,decorata,,established,846,1908,18,"This name was listed as nomen nudum by Nielsen et al. (2000), but this was in reference to the name listed without description by Krulikowsky (1908a: 272) which was published on 14 April whereas the name and description by Krulikowsky (1908b: 18) was published on 1 April."
1237,1237,Hepialus hecta ab. strigosa,"Hartwieg, 1922",aberration,,Hepialus,,hecta,strigosa,established,655,1922,43,
1238,1238,Hepialus hectica,"Bang-Haas, 1927",species,,Hepialus,,hectica,,established,58,1927,84,This species name is treated as a synonym of P. hecta in the faunal checklist by Knyazev (2019) as the genitalia are identical to that of P. hecta (Svyatoslav Knyazev pers. comm.)
1239,1239,Hepialus hecta ab. nigra,"Lempke, 1938",aberration,,Hepialus,,hecta,nigra,established,877,1938,304,
1240,1240,Hepialus hecta ab. confluens,"Bytinski-Salz, 1939",aberration,,Hepialus,,hecta,confluens,established,166,1939,84,
1241,1241,Hepialus hecta ab. inversa,"Bytinski-Salz, 1939",aberration,,Hepialus,,hecta,inversa,established,166,1939,85,
1242,1242,Hepialus hecta ab. ornata,"Bytinski-Salz, 1939",aberration,,Hepialus,,hecta,ornata,established,166,1939,85,
1243,1243,Hepialus hecta f. zetterstedti,"Burrau, 1950",form,,Hepialus,,hecta,zetterstedti,established,154,1950,85,
1244,1244,Hepialus hecta f. radiata,"Lucas, 1959",form,,Hepialus,,hecta,radiata,established,941,1959,204,
1245,1245,Hepialus hecta f. continua,"Van Wisselingh, 1961",form,,Hepialus,,hecta,continua,established,1579,1961,39,
1246,1246,Phimatopus hecta f. brunnea,"Lempke, 1961",form,,Phimatopus,,hecta,brunnea,established,878,1961,184 ,
1247,1247,Phimatopus hecta f. fusca,"Lempke, 1961",form,,Phimatopus,,hecta,fusca,established,878,1961,184 ,
1248,1248,Phimatopus hecta f. reducta,"Lempke, 1961",form,,Phimatopus,,hecta,reducta,established,878,1961,185 ,
1249,1249,Phimatopus hecta f. rufa,"Lempke, 1961",form,,Phimatopus,,hecta,rufa,established,878,1961,184 ,
1250,1250,Phymatopus hecta albomaculatus,"Tshistjakov, 1996",subspecies,,Phymatopus,,hecta,albomaculatus,established,1529,1996,5 ,
1251,1252,Phymatopus hectoides,"(Boisduval, 1868)",species,,Phymatopus,,hectoides,,established,119,1868,85,
1252,1252,Hepialus hectoides,"Boisduval, 1868",species,,Hepialus,,hectoides,,established,119,1868,85,
1253,1253,Epialus modestus,"H. Edwards, 1873",species,,Epialus,,modestus,,established,363,1873,112,
1254,1254,Hepialus lenzi,"Behrens, 1876",species,,Hepialus,,lenzi,,established,88,1876,175,
1255,1255,Hepialus sangaris,"Strecker, [1878]",species,,Hepialus,,sangaris,,established,1456,[1878],136,
1256,1256,Hepialus inutilis,"H. Edwards, 1881",species,,Hepialus,,inutilis,,established,366,1881,36,
1257,1257,Phymatopus japonicus,"Inoue, 1982",species,,Phymatopus,,japonicus,,established,750,1982,47,
1258,1258,Pseudodalaca,"Viette, 1950",genus,Pseudodalaca,,,,,established,1600,1950,74,
1259,1260,Pseudodalaca gugelmanni,"(Viette, 1950)",species,,Pseudodalaca,,gugelmanni,,established,1600,1950,78,
1260,1260,Aepytus gugelmanni,"Viette, 1950",species,,Aepytus,,gugelmanni,,established,1600,1950,78,
1261,1261,Pseudodalaca mexicanensis,"Viette, 1953",species,,Pseudodalaca,,mexicanensis,,established,1617,1953,20,
1262,1263,Pseudodalaca serta,"(Schaus, 1894)",species,,Pseudodalaca,,serta,,established,1336,1894,326,
1263,1263,Dalaca serta,"Schaus, 1894",species,,Dalaca,,serta,,established,1336,1894,326,
1264,1265,Pseudodalaca smithi,"(Druce, 1889)",species,,Pseudodalaca,,smithi,,established,323,1889,92,
1265,1265,Phassus smithi,"Druce, 1889",species,,Phassus,,smithi,,established,323,1889,92,
1266,1266,Pseudophassus,"Pfitzner, 1914",genus,Pseudophassus,,,,,established,1196,1914,110,
1267,1267,Pseudophassus mahagoniatus,"Pfitzner, 1914",species,,Pseudophassus,,mahagoniatus,,established,1196,1914,110,
1268,1269,Pseudophassus philiponi,"(Viette, 1950)",species,,Pseudophassus,,philiponi,,established,1600,1950,80,
1269,1269,Aepytus philiponi,"Viette, 1950",species,,Aepytus,,philiponi,,established,1600,1950,80,
1270,1270,Pseudophilaenia,"Viette, 1950",genus,Pseudophilaenia,,,,,established,1608,1950,116,
1271,1272,Pseudophilaenia omagua,"(Pfitzner, 1937)",species,,Pseudophilaenia,,omagua,,established,1198,1937,1293,
1272,1272,Philaenia lagopus f. omagua,"Pfitzner, 1937",form,,Philaenia,,lagopus,omagua,established,1198,1937,1293,
1273,1273,Puermytrans,"Viette, 1951",genus,Puermytrans,,,,,established,1612,1951,1273,
1274,1274,Puermytrans chiliensis,"Viette, 1951",species,,Puermytrans,,chiliensis,,established,1612,1951,1274,
1275,1275,Roseala,"Viette, 1950",genus,Roseala,,,,,established,1601,1950,53,
1276,1276,Thiastyx,"Viette, 1951",genus,Thiastyx,,,,,established,1612,1951,1275,
1277,1278,Roseala tessellatus,"(Herrich-Schäffer, [1854])",species,,Roseala,,tessellatus,,established,688,1854,"wrapper + pl. [31], fig. 147",
1278,1278,Epialus tessellatus,"Herrich-Schäffer, [1854]",species,,Epialus,,tessellatus,,established,688,1854,"wrapper + pl. [31], fig. 147",
1279,1279,Phassus agrionides,"Walker, 1856",species,,Phassus,,agrionides,,established,1645,1856,1567,
1280,1280,Roseala bourgognei,"Viette, 1950",species,,Roseala,,bourgognei,,established,1601,1950,54,
1281,1281,Thiastyx catharinae,"Viette, 1951",species,,Thiastyx,,catharinae,,established,1612,1951,1276,
1282,1282,Schaefferiana,"Viette, 1950",genus,Schaefferiana,,,,,established,1601,1950,58,
1283,1284,Schaefferiana epigramma,"(Herrich-Schäffer, [1854])",species,,Schaefferiana,,epigramma,,established,688,1854,"wrapper + pl. [31], fig. 146",
1284,1284,Epialus epigramma,"Herrich-Schäffer, [1854]",species,,Epialus,,epigramma,,established,688,1854,"wrapper + pl. [31], fig. 146",
1285,1285,Schaefferiana simplex,"Viette, 1956",species,,Schaefferiana,,simplex,,established,1620,1956,378,
1286,1286,Schausiana,"Viette, 1950",genus,Schausiana,,,,,established,1600,1950,80,
1287,1287,Schausiana chalciope,"C. Mielke, Grehan & Monzón-Sierra, 2020",species,,Schausiana,,chalciope,,established,1043,2020,77,
1288,1288,Schausiana maishei,"C. Mielke, Grehan & Monzón-Sierra, 2020",species,,Schausiana,,maishei,,established,1043,2020,73,
1289,1290,Schausiana phalerus,"(Druce, 1887)",species,,Schausiana,,phalerus,,established,322,1887,233,
1290,1290,Phassus phalerus,"Druce, 1887",species,,Phassus,,phalerus,,established,322,1887,233,
1291,1292,Schausiana pharus,"(Druce, 1887)",species,,Schausiana,,pharus,,established,322,1887,232,
1292,1292,Hepialus pharus,"Druce, 1887",species,,Hepialus,,pharus,,established,322,1887,232,
1293,1294,Schausiana trojesa,"(Schaus, 1901)",species,,Schausiana,,trojesa,,established,1337,1901,76,
1294,1294,Phassus trojesa,"Schaus, 1901",species,,Phassus,,trojesa,,established,1337,1901,76,
1295,1295,Sthenopis,"Packard, 1865",genus,Sthenopis,,,,,established,1150,1865,390,
1296,1296,Stenopis,"Pagenstecher, 1909",genus,Stenopis,,,,,not established,1161,1909,448,Misspelling
1297,1298,Sthenopis argenteomaculatus,"(Harris, 1841)",species,,Sthenopis,,argenteomaculatus,,established,650,1841,295,
1298,1298,Hepiolus argenteomaculatus,"Harris, 1841",species,,Hepiolus,,argenteomaculatus,,established,650,1841,295,
1299,1299,Sthenopis argentata,"Packard, [1865]",species,,Sthenopis,,argentata,,established,1150,[1865],392 ,
1300,1300,Cossus alni,"Kellicott, 1885",species,,Cossus,,alni,,established,794,1885,175,
1301,1301,Hepialus los,"Strecker, 1893",species,,Hepialus,,los,,established,1457,1893,282,
1302,1302,Stenopis purpurascens f. perdita,"Dyar, 1893",form,,Stenopis,,purpurascens,perdita,established,351,1893,327 ,
1303,1304,Sthenopis pretiosus,"(Herrich-Schäffer, [1856])",species,,Sthenopis,,pretiosus,,established,688,1856,pl. [88]. fig. 505,
1304,1304,Epialus pretiosus,"Herrich-Schäffer, [1856]",species,,Epialus,,pretiosus,,established,688,1856,pl. [88]. fig. 505,
1305,1305,Hepialus auratus,"Grote, 1878",species,,Hepialus,,auratus,,established,611,1878,18,
1306,1306,Phassus eldorado,"Pfitzner, 1906",species,,Phassus,,eldorado,,established,1192,1906,276,
1307,1308,Sthenopis purpurascens,"(Packard, 1863)",species,,Sthenopis,,purpurascens,,established,1149,1863,598,
1308,1308,Gorgopis purpurascens,"Packard, 1863",species,,Gorgopis,,purpurascens,,established,1149,1863,598,
1309,1309,Gorgopis quadriguttatus,"Grote, 1864",species,,Gorgopis,,quadriguttatus,,established,608,1864,73,
1310,1310,Sthenopis argenteomaculatus f. semiauratus,"Neumoegen & Dyar, 1893",form,,Sthenopis,,argenteomaculatus,semiauratus,established,1102,1893,124,
1311,1312,Sthenopis thule,"(Strecker, 1875)",species,,Sthenopis,,thule,,established,1455,1875,105,
1312,1312,Hepialus thule,"Strecker, 1875",species,,Hepialus,,thule,,established,1455,1875,105,
1313,1313,Thitarodes,"Viette, 1968",genus,Thitarodes,,,,,established,1626,1968,128,
1314,1314,Forkalus,"Chu & Wang, 1985",genus,Forkalus,,,,,established,206,1985,130,
1315,1315,Parahepialus,"Zou & Zhang, 2010",genus,Parahepialus,,,,,established,1787,2010,115,"Jiang et al. (2016) note that Parahepialus proposed by Zou & Zhang (2010) was based on an erroneous reconstruction of the male genitalia of 'T. nebulosus', that when corrected, conformed to other Thitarodes species. They concluded that Parahepialus was a junior synonym of Thitarodes. It is our view that other proposals for generic subdivision of Thitarodes (e.g. Dai et al. 2019) are not yet sufficiently substantiated."
1316,1315,Ahamus,"Zou & Zhang, 2010",genus,Ahamus,,,,,established,1787,2010,116,
1317,1318,Thitarodes albipictus,"(Yang, 1993)",species,,Thitarodes,,albipictus,,established,1732,1993,184,
1318,1318,Hepialus albipictus,"Yang, 1993",species,,Hepialus,,albipictus,,established,1732,1993,184,
1319,1320,Thitarodes altaicola,"(Wang, 1990)",species,,Thitarodes,,altaicola,,established,1658,1990,173,
1320,1320,Hepialus altaicola,"Wang, 1990",species,,Hepialus,,altaicola,,established,1658,1990,173,
1321,1322,Thitarodes altissima,"(Daniel, 1940)",species,,Thitarodes,,altissima,,established,267,1940,1020,
1322,1322,Hepialus altissima,"Daniel, 1940",species,,Hepialus,,altissima,,established,267,1940,1020,
1323,1324,Thitarodes anomopterus,"(Yang, 1994)",species,,Thitarodes,,anomopterus,,established,1733,1994,7,
1324,1324,Hepialus anomopterus,"Yang, 1994",species,,Hepialus,,anomopterus,,established,1733,1994,7,
1325,1326,Thitarodes arizanus,"(Matsumura, 1931)",species,,Thitarodes,,arizanus,,established,984,1931,1886,
1326,1326,Hepialus arizanus,"Matsumura, 1931",species,,Hepialus,,arizanus,,established,984,1931,1886,
1327,1328,Thitarodes armoricanus,"(Oberthür, 1909)",species,,Thitarodes,,armoricanus,,established,1123,1909,411,
1328,1328,Hepialus armoricanus,"Oberthür, 1909",species,,Hepialus,,armoricanus,,established,1123,1909,411,
1329,1330,Thitarodes baimaensis,"(Liang, 1988)",species,,Thitarodes,,baimaensis,,established,910,1988,419,
1330,1330,Hepialus baimaensis,"Liang, 1988",species,,Hepialus,,baimaensis,,established,910,1988,419,
1331,1331,Thitarodes balmiya,"Grehan, Negi & Basu, 2021",species,,Thitarodes,,balmiya,,established,580,2021,2,
1332,1333,Thitarodes baqingensis,"(Yang & Jiang, 1995)",species,,Thitarodes,,baqingensis,,established,1734,1995,215,
1333,1333,Hepialus baqingensis,"Yang & Jiang, 1995",species,,Hepialus,,baqingensis,,established,1734,1995,215,
1334,1335,Thitarodes bibelteus,"(Shen & Zhou, 1997)",species,,Thitarodes,,bibelteus,,established,1373,1997,198,
1335,1335,Hepialus bibelteus,"Shen & Zhou, 1997",species,,Hepialus,,bibelteus,,established,1373,1997,198,
1336,1337,Thitarodes biruensis,"(Fu, 2002)",species,,Thitarodes,,biruensis,,established,480,2002,56,
1337,1337,Hepialus biruensis,"Fu, 2002",species,,Hepialus,,biruensis,,established,480,2002,56,
1338,1338,Thitarodes caligophilus,"Maczey, 2010",species,,Thitarodes,,caligophilus,,established,955,2010,47,
1339,1340,Thitarodes callinivalis,"(Liang, 1995)",species,,Thitarodes,,callinivalis,,established,909,1995,209,
1340,1340,Hepialus callinivalis,"Liang, 1995",species,,Hepialus,,callinivalis,,established,909,1995,209,
1341,1342,Thitarodes cingulatus,"(Yang & Zhang, 1995)",species,,Thitarodes,,cingulatus,,established,1743,1995,360,
1342,1342,Hepialus cingulatus,"Yang & Zhang, 1995",species,,Hepialus,,cingulatus,,established,1743,1995,360,
1343,1344,Thitarodes damxungensis,"(Yang & Jiang, 1995)",species,,Thitarodes,,damxungensis,,established,1734,1995,216,
1344,1344,Hepialus damxungensis,"Yang & Jiang, 1995",species,,Hepialus,,damxungensis,,established,1734,1995,216,
1345,1345,Thitarodes danieli,"Viette, 1968",species,,Thitarodes,,danieli,,established,1626,1968,128,
1346,1347,Thitarodes deqinensis,"(Liang, 1988)",species,,Thitarodes,,deqinensis,,established,910,1988,419,
1347,1347,Hepialus deqinensis,"Liang, 1988",species,,Hepialus,,deqinensis,,established,910,1988,419,
1348,1348,Thitarodes dierli,"Viette, 1968",species,,Thitarodes,,dierli,,established,1626,1968,132,
1349,1350,Thitarodes dinggyeensis,"(Chu & Wang, 2004)",species,,Thitarodes,,dinggyeensis,,established,1782,2004,157,
1350,1350,Hepialus dinggyeensis,"Chu & Wang, 2004",species,,Hepialus,,dinggyeensis,,established,1782,2004,157,
1351,1351,Thitarodes eberti,"Viette, 1968",species,,Thitarodes,,eberti,,established,1626,1968,130,
1352,1353,Thitarodes ferrugineus,"(Li, Yang & Shen, 1993)",species,,Thitarodes,,ferrugineus,,established,890,1993,495,
1353,1353,Hepialus ferrugineus,"Li, Yang & Shen, 1993",species,,Hepialus,,ferrugineus,,established,890,1993,495,
1354,1355,Thitarodes gangcensis,"(Chu & Wang, 2004)",species,,Thitarodes,,gangcensis,,established,1782,2004,114,
1355,1355,Hepialus gangcensis,"Chu & Wang, 2004",species,,Hepialus,,gangcensis,,established,1782,2004,114,
1356,1357,Thitarodes gonggaensis,"(Fu & Huang, 1991)",species,,Thitarodes,,gonggaensis,,established,481,1991,362,
1357,1357,Hepialus gonggaensis,"Fu & Huang, 1991",species,,Hepialus,,gonggaensis,,established,481,1991,362,
1358,1359,Thitarodes hainanensis,"(Chu & Wang, 2004)",species,,Thitarodes,,hainanensis,,established,1782,2004,165,
1359,1359,Hepialus hainanensis,"Chu & Wang, 2004",species,,Hepialus,,hainanensis,,established,1782,2004,165,
1360,1360,Thitarodes harutai,"Ueda, 2000",species,,Thitarodes,,harutai,,established,1562,2000,85,
1361,1361,Thitarodes jiachaensis,"Zou, Liu & Zhang, 2011",species,,Thitarodes,,jiachaensis,,established,1788,2011,110,
1362,1363,Thitarodes jialangensis,"(Yang, 1994)",species,,Thitarodes,,jialangensis,,established,1733,1994,6,
1363,1363,Hepialus jialangensis,"Yang, 1994",species,,Hepialus,,jialangensis,,established,1733,1994,6,
1364,1365,Thitarodes jianchuanensis,"(Yang, 1994)",species,,Thitarodes,,jianchuanensis,,established,1733,1994,5,
1365,1365,Hepialus jianchuanensis,"Yang, 1994",species,,Hepialus,,jianchuanensis,,established,1733,1994,5,
1366,1367,Thitarodes jinshaensis,"(Yang, 1993)",species,,Thitarodes,,jinshaensis,,established,1732,1993,185,
1367,1367,Hepialus jinshaensis,"Yang, 1993",species,,Hepialus,,jinshaensis,,established,1732,1993,185,
1368,1369,Thitarodes kangdingensis,"(Chu & Wang, 1985)",species,,Thitarodes,,kangdingensis,,established,206,1985,122,
1369,1369,Hepialus kangdingensis,"Chu & Wang, 1985",species,,Hepialus,,kangdingensis,,established,206,1985,122,
1370,1371,Thitarodes kangdingroides,"(Chu & Wang, 1985)",species,,Thitarodes,,kangdingroides,,established,206,1985,124,
1371,1371,Hepialus kangdingroides,"Chu & Wang, 1985",species,,Hepialus,,kangdingroides,,established,206,1985,124,
1372,1372,Thitarodes kingdonwardi,"Ueda, 2000",species,,Thitarodes,,kingdonwardi,,established,1562,2000,83,
1373,1373,Thitarodes kishidai,"Ueda, 2000",species,,Thitarodes,,kishidai,,established,1562,2000,81,
1374,1375,Thitarodes latitegumenus,"(Shen & Zhou, 1997)",species,,Thitarodes,,latitegumenus,,established,1373,1997,199,
1375,1375,Hepialus latitegumenus,"Shen & Zhou, 1997",species,,Hepialus,,latitegumenus,,established,1373,1997,199,
1376,1377,Thitarodes lijiangensis,"(Chu & Wang, 1985)",species,,Thitarodes,,lijiangensis,,established,206,1985,126,
1377,1377,Hepialus lijiangensis,"Chu & Wang, 1985",species,,Hepialus,,lijiangensis,,established,206,1985,126,
1378,1378,Thitarodes limbui,"Ueda, 2000",species,,Thitarodes,,limbui,,established,1562,2000,85,
1379,1380,Thitarodes litangensis,"(Liang, 1995)",species,,Thitarodes,,litangensis,,established,909,1995,210,
