ID,basionymID,scientificName,authorship,rank,uninomial,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,status,referenceID,publishedInPage,remarks
2786,2786,Alcathoe pepsioides f. ferrugata,"Engelhardt, 1946",form,,Alcathoe,,pepsioides,ferrugata,,Engelhardt_1946,105,
2787,2788,Alcathoe verrugo,"(Druce, 1884)",species,,Alcathoe,,verrugo,,,Druce_1881_1900,34,
2788,2788,Sannina verrugo,"Druce, 1884",species,,Sannina,,verrugo,,,Druce_1881_1900,34,
2789,2789,Alcathoe verrugo var. corvinus,"Engelhardt, 1946",variety,,Alcathoe,,verrugo,corvinus,,Engelhardt_1946,107,
2790,2790,Alcathoe altera,"Zukowsky, 1936",species,,Alcathoe,,altera,,,Zukowsky_1936_1937,1247,
2791,2791,Alcathoe cuauhtemoci,"Krogmann & Riefenstahl, 2004",species,,Alcathoe,,cuauhtemoci,,,Krogmann_Riefenstahl_2004,195,
2792,2793,Alcathoe helena,"(Druce, 1889)",species,,Alcathoe,,helena,,,Druce_1889,80,
2793,2793,Aegeria helena,"Druce, 1889",species,,Aegeria,,helena,,,Druce_1889,80,
2794,2795,Alcathoe korites,"(Druce, 1884)",species,,Alcathoe,,korites,,,Druce_1881_1900,34,
2795,2795,Sannina korites,"Druce, 1884",species,,Sannina,,korites,,,Druce_1881_1900,34,
2796,2796,Alcathoe leucopyga,"Bryk, 1953",species,,Alcathoe,,leucopyga,,,Bryk_1953,264,
2797,2797,Alcathoe heterogena,"Bryk, 1953",species,,Alcathoe,,heterogena,,,Bryk_1953,266,
2798,2798,Alcathoe melini,"Bryk, 1953",species,,Alcathoe,,melini,,,Bryk_1953,266,
2799,2799,Pseudalcathoe,"Le Cerf, 1916",genus,Pseudalcathoe,,,,,,Le_Cerf_1916b,14,
2800,2800,Pseudalcathoe chatanayi,"Le Cerf, 1916",species,,Pseudalcathoe,,chatanayi,,,Le_Cerf_1916b,14,
2801,2801,Pseudalcathoe aspetura,"Meyrick, 1932",species,,Pseudalcathoe,,aspetura,,,Meyrick_1932,229,
2802,2802,Macrotarsipus,"Hampson, [1893]",genus,Macrotarsipus,,,,,,Hampson_1893a,194,
2803,2803,Macrotarsipus albipunctus,"Hampson, [1893]",species,,Macrotarsipus,,albipunctus,,,Hampson_1893a,194,
2804,2804,Macrotarsipus similis,"Arita & Gorbunov, 1995",species,,Macrotarsipus,,similis,,,Arita_Gorbunov_1995b,109,
2805,2806,Macrotarsipus africana,"(Beutenmüller, 1899)",species,,Macrotarsipus,,africana,,,Beutenmüller_1899a,170,
2806,2806,Sesia africana,"Beutenmüller, 1899",species,,Sesia,,africana,,,Beutenmüller_1899a,170,
2807,2807,Aegeria belia,"Druce, 1910",species,,Aegeria,,belia,,,Druce_1910b,181,
2808,2807,Macrotarsipus belia,"(Druce, 1910)",species,,Macrotarsipus,,belia,,,Druce_1910b,181,
2809,2809,Macrotarsipus microthyris,"Hampson, 1919",species,,Macrotarsipus,,microthyris,,,Hampson_1919,58,
2810,2810,Grypopalpia,"Hampson, 1919",genus,Grypopalpia,,,,,,Hampson_1919,52,
2811,2811,Idiopogon,"Meyrick, 1934",genus,Idiopogon,,,,,,Meyrick_1934,456,
2812,2812,Grypopalpia iridescens,"Hampson, 1919",species,,Grypopalpia,,iridescens,,,Hampson_1919,53,
2813,2814,Grypopalpia uranopla,"(Meyrick, 1934)",species,,Grypopalpia,,uranopla,,,Meyrick_1934,456,
2814,2814,Idiopogon uranopla,"Meyrick, 1934",species,,Idiopogon,,uranopla,,,Meyrick_1934,456,
2815,2815,Hymenoclea,"Engelhardt, 1946",genus,Hymenoclea,,,,,,Engelhardt_1946,98,
2816,2817,Hymenoclea palmii,"(Beutenmüller, 1902)",species,,Hymenoclea,,palmii,,,Beutenmüller_1902,126,
2817,2817,Sesia palmii,"Beutenmüller, 1902",species,,Sesia,,palmii,,,Beutenmüller_1902,126,
2818,2818,Euryphrissa,"Butler, 1874",genus,Euryphrissa,,,,,,Butler_1874,409,
2819,2819,Tarsopoda,"Butler, 1874",genus,Tarsopoda,,,,,,Butler_1874,410,
2820,2821,Euryphrissa cambyses,"(Druce, 1884)",species,,Euryphrissa,,cambyses,,,Druce_1881_1900,33,
2821,2821,Sincara cambyses,"Druce, 1884",species,,Sincara,,cambyses,,,Druce_1881_1900,33,
2822,2823,Euryphrissa chea,"(Druce, 1899)",species,,Euryphrissa,,chea,,,Druce_1899,203,
2823,2823,Aegeria chea,"Druce, 1899",species,,Aegeria,,chea,,,Druce_1899,203,
2824,2825,Euryphrissa cladiiformis,"(Walker, 1856)",species,,Euryphrissa,,cladiiformis,,,Walker_1856,51,
2825,2825,Aegeria cladiiformis,"Walker, 1856",species,,Aegeria,,cladiiformis,,,Walker_1856,51,
2826,2827,Euryphrissa croesiformis,"(Walker, 1856)",species,,Euryphrissa,,croesiformis,,,Walker_1856,53,
2827,2827,Aegeria croesiformis,"Walker, 1856",species,,Aegeria,,croesiformis,,,Walker_1856,53,
2828,2829,Euryphrissa fasciculipes,"(Walker, [1865])",species,,Euryphrissa,,fasciculipes,,,Walker_1865,5,
2829,2829,Aegeria fasciculipes,"Walker, [1865]",species,,Aegeria,,fasciculipes,,,Walker_1865,5,
2830,2831,Euryphrissa homotropha,"(Meyrick, 1921)",species,,Euryphrissa,,homotropha,,,Meyrick_1921,443,
2831,2831,Lepidopoda homotropha,"Meyrick, 1921",species,,Lepidopoda,,homotropha,,,Meyrick_1921,443,
2832,2833,Euryphrissa infera,"(Meyrick, 1921)",species,,Euryphrissa,,infera,,,Meyrick_1921,442,
2833,2833,Lepidopoda infera,"Meyrick, 1921",species,,Lepidopoda,,infera,,,Meyrick_1921,442,
2834,2835,Euryphrissa plumipes,"(Walker, [1865])",species,,Euryphrissa,,plumipes,,,Walker_1865,8,
2835,2835,Aegeria plumipes,"Walker, [1865]",species,,Aegeria,,plumipes,,,Walker_1865,8,
2836,2837,Euryphrissa pomponia,"(Le Cerf, 1911)",species,,Euryphrissa,,pomponia,,,Le_Cerf_1911c,297,
2837,2837,Melittia pomponia,"Le Cerf, 1911",species,,Melittia,,pomponia,,,Le_Cerf_1911c,297,
2838,2839,Euryphrissa senta,"(Druce, 1883)",species,,Euryphrissa,,senta,,,Druce_1881_1900,30,
2839,2839,Aegeria senta,"Druce, 1883",species,,Aegeria,,senta,,,Druce_1881_1900,30,
2840,2840,Euryphrissa syngenica,"Zukowsky, 1936",species,,Euryphrissa,,syngenica,,,Zukowsky_1936_1937,1246,
2841,2842,Euryphrissa remipes,"(Butler, 1874)",species,,Euryphrissa,,remipes,,,Butler_1874,410,
2842,2842,Tarsopoda remipes,"Butler, 1874",species,,Tarsopoda,,remipes,,,Butler_1874,410,
2843,2843,Leptaegeria,"Le Cerf, 1916",genus,Leptaegeria,,,,,,Le_Cerf_1916b,11,
2844,2844,Leptaegeria axiomnemoneuta,"Zukowsky, 1936",species,,Leptaegeria,,axiomnemoneuta,,,Zukowsky_1936_1937,1242,
2845,2845,Leptaegeria cillutincariensis,"Zukowsky, 1936",species,,Leptaegeria,,cillutincariensis,,,Zukowsky_1936_1937,1243,
2846,2846,Leptaegeria costalimai,"Köhler, 1953",species,,Leptaegeria,,costalimai,,,Köhler_1953,21,
2847,2847,Leptaegeria flavocastanea,"Le Cerf, 1916",species,,Leptaegeria,,flavocastanea,,,Le_Cerf_1916b,11,
2848,2849,Leptaegeria harti,"(Druce, 1899)",species,,Leptaegeria,,harti,,,Druce_1899,204,
2849,2849,Aegeria harti,"Druce, 1899",species,,Aegeria,,harti,,,Druce_1899,204,
2850,2850,Leptaegeria schreiteri,"Köhler, 1941",species,,Leptaegeria,,schreiteri,,,Köhler_1941,8,
2851,2851,Aegerina,"Le Cerf, 1917",genus,Aegerina,,,,,,Le_Cerf_1917,332,
2852,2852,Aegerina allotriochora,"Zukowsky, 1936",species,,Aegerina,,allotriochora,,,Zukowsky_1936_1937,1245,
2853,2853,Aegerina alomyaeformis,"Zukowsky, 1936",species,,Aegerina,,alomyaeformis,,,Zukowsky_1936_1937,1245,
2854,2854,Aegerina laselva,"Goossens, Meert & Garrevoet, 2018",species,,Aegerina,,laselva,,,Goossens_Meert_Garrevoet_2018,77,
2855,2855,Aegerina mesostenos,"Zukowsky, 1936",species,,Aegerina,,mesostenos,,,Zukowsky_1936_1937,1245,
2856,2857,Aegerina ovinia,"(Druce, 1896)",species,,Aegerina,,ovinia,,,Druce_1881_1900,324,
2857,2857,Aegeria ovinia,"Druce, 1896",species,,Aegeria,,ovinia,,,Druce_1881_1900,324,
2858,2859,Aegerina silvai,"(Köhler, 1953)",species,,Aegerina,,silvai,,,Köhler_1953,21,
2859,2859,Paranthrene silvai,"Köhler, 1953",species,,Paranthrene,,silvai,,,Köhler_1953,21,
2860,2860,Aegerina vignae,"Busck, 1929",species,,Aegerina,,vignae,,,Busck_1929,134,
2861,2861,Stenosphecia,"Le Cerf, 1917",genus,Stenosphecia,,,,,,Le_Cerf_1917,285,
2862,2862,Stenosphecia columbica,"Le Cerf, 1917",species,,Stenosphecia,,columbica,,,Le_Cerf_1917,286,
2863,2863,Bembecia,"Hübner, [1819]",genus,Bembecia,,,,,,Hübner_1816_1826,128,
2864,2864,Dipsosphecia,"Spuler, 1910",genus,Dipsosphecia,,,,,,Spuler_1910,316,junior objective synonym of Bembecia Hübner [1819
2865,2865,Scalarignathia,"Căpușe, 1973",genus,Scalarignathia,,,,,,Căpușe_1973a,112,
2866,2866,Opacosphecia,"Căpușe, 1973",genus,Opacosphecia,,,,,,Căpușe_1973b,137,
2867,2867,Pseudosphecia,"Căpușe, 1973",genus,Pseudosphecia,,,,,,Căpușe_1973b,147,
2868,2868,Ductispina,"Căpușe, 1973",genus,Ductispina,,,,,,Căpușe_1973b,149,
2869,2869,Paradipsosphecia,"Căpușe, 1973",genus,Paradipsosphecia,,,,,,Căpușe_1973b,150,
2870,2870,Bembecia abromeiti,"Kallies & Riefenstahl, 2000",species,,Bembecia,,abromeiti,,,Kallies_Riefenstahl_2000,359,
2871,2871,Bembecia afghana,"Bartsch & Špatenka, 2010",species,,Bembecia,,afghana,,,Bartsch_Špatenka_2010,244,
2872,2872,Bembecia aktashica,"Gorbunov, 2018",species,,Bembecia,,aktashica,,,Gorbunov_2018a,269,
2873,2874,Bembecia albanensis,"(Rebel, 1918)",species,,Bembecia,,albanensis,,,Rebel_1918,86,
2874,2874,Sesia albanensis,"Rebel, 1918",species,,Sesia,,albanensis,,,Rebel_1918,86,
2875,2874,Bembecia albanensis albanensis,"(Rebel, 1918)",subspecies,,Bembecia,,albanensis,albanensis,,Rebel_1918,Rebel 1918,
2876,2876,Sesia corcyrensis,"Rebel, 1918",species,,Sesia,,corcyrensis,,,Rebel_1918,86,
2877,2876,Bembecia corcyrensis,"(Rebel, 1918)",species,,Bembecia,,corcyrensis,,,Rebel_1918,86,
2878,2879,Bembecia albanensis kalavrytana,"(Sheljuzhko, 1924)",subspecies,,Bembecia,,albanensis,kalavrytana,,Sheljuzhko_1924,183,
2879,2879,Dipsosphecia kalavrytana,"Sheljuzhko, 1924",species,,Dipsosphecia,,kalavrytana,,,Sheljuzhko_1924,183,
2880,2880,Bembecia albanensis garganica,"Bertaccini & Fiumi, 2002",subspecies,,Bembecia,,albanensis,garganica,,Bertaccini_Fiumi_2002,74,
2881,2882,Bembecia alaica,"(Püngeler, 1912)",species,,Bembecia,,alaica,,,Püngeler_1912,395,
2882,2882,Dipsosphecia alaica,"Püngeler, 1912",species,,Dipsosphecia,,alaica,,,Püngeler_1912,395,
2883,2883,Bembecia aloisi,"Špatenka, 1997",species,,Bembecia,,aloisi,,,Špatenka_1997a,36,
2884,2884,Bembecia altyntaghica,"Gorbunov, Krupitsky & Marusov, 2017",species,,Bembecia,,altyntaghica,,,Gorbunov_Krupitsky_Marusov_2017,561,
2885,2886,Bembecia auricaudata,"(Bartel, 1912)",species,,Bembecia,,auricaudata,,,Bartel_1912,393,
2886,2886,Dipsosphecia auricaudata,"Bartel, 1912",species,,Dipsosphecia,,auricaudata,,,Bartel_1912,393,
2887,2887,Bembecia aye,"Stalling, Altermatt, Lingenhöle & Garrevoet, 2010",species,,Bembecia,,aye,,,Stalling_Altermatt_Lingenhöle_Garrevoet_2010,249,
2888,2889,Bembecia barbara,"(Bartel, 1912)",species,,Bembecia,,barbara,,,Bartel_1912,390,
2889,2889,Dipsosphecia barbara,"Bartel, 1912",species,,Dipsosphecia,,barbara,,,Bartel_1912,390,
2890,2891,Bembecia bestianaeli,"(Căpușe, 1973)",species,,Bembecia,,bestianaeli,,,Căpușe_1973a,121,
2891,2891,Dipsosphecia bestianaeli,"Căpușe, 1973",species,,Dipsosphecia,,bestianaeli,,,Căpușe_1973a,121,
2892,2893,Bembecia bohatschi,"(Püngeler, [1905])",species,,Bembecia,,bohatschi,,,Püngeler_1905a,268,
2893,2893,Sesia bohatschi,"Püngeler, [1905]",species,,Sesia,,bohatschi,,,Püngeler_1905a,268,
2894,2894,Bembecia bumbureta,"Toševski, 2011",species,,Bembecia,,bumbureta,,,Toševski_2011c,198,
2895,2895,Bembecia buxea,"Gorbunov, 1989",species,,Bembecia,,buxea,,,Gorbunov_1989,143,
2896,2897,Bembecia ceiformis,"(Staudinger, 1881)",species,,Bembecia,,ceiformis,,,Staudinger_1881,395,
2897,2897,Sesia ceiformis,"Staudinger, 1881",species,,Sesia,,ceiformis,,,Staudinger_1881,395,
2898,2898,Sesia tristis,"Staudinger, 1895",species,,Sesia,,tristis,,,Staudinger_1895b,349,
2899,2898,Bembecia tristis,"(Staudinger, 1895)",species,,Bembecia,,tristis,,,Staudinger_1895b,349,
2900,2900,Dipsosphecia hannemanni,"Căpușe, 1973",species,,Dipsosphecia,,hannemanni,,,Căpușe_1973a,115,
2901,2900,Bembecia hannemanni,"(Căpușe, 1973)",species,,Bembecia,,hannemanni,,,Căpușe_1973a,115,
2902,2902,Dipsosphecia dancaudani,"Căpușe, 1973",species,,Dipsosphecia,,dancaudani,,,Căpușe_1973a,119,
2903,2902,Bembecia dancaudani,"(Căpușe, 1973)",species,,Bembecia,,dancaudani,,,Căpușe_1973a,119,
2904,2904,Dipsosphecia ili,"Căpușe, 1973",species,,Dipsosphecia,,ili,,,Căpușe_1973a,124,
2905,2904,Bembecia ili,"(Căpușe, 1973)",species,,Bembecia,,ili,,,Căpușe_1973a,124,
2906,2906,Bembecia crimeana,"Gorbunov & Efetov, 2018",species,,Bembecia,,crimeana,,,Gorbunov_Efetov_2018,818,
2907,2907,Bembecia elena,"Špatenka & Bartsch, 2010",species,,Bembecia,,elena,,,Špatenka_Bartsch_2010,43,
2908,2908,Bembecia diamerica,"Toševski, 2011",species,,Bembecia,,diamerica,,,Toševski_2011a,39,
2909,2909,Bembecia gobica,"Špatenka & Lingenhöle, 2002",species,,Bembecia,,gobica,,,Špatenka_Lingenhöle_2002,204,
2910,2910,Bembecia guesnoni,"Špatenka & Toševski, 1994",species,,Bembecia,,guesnoni,,,Špatenka_Toševski_1994,313,
2911,2911,Bembecia handiensis,"Rämisch, 1997",species,,Bembecia,,handiensis,,,Rämisch_1997,73,
2912,2912,Bembecia hedysari,"Wang & Yang, 1994",species,,Bembecia,,hedysari,,,Wang_Yang_1994,31,
2913,2913,Bembecia hissorensis,"Stalling, Bartsch, Garrevoet, Lingenhöle & Altermatt, 2011",species,,Bembecia,,hissorensis,,,Stalling_Bartsch_Garrevoet_Lingenhöle_Altermatt_2011,169,
2914,2915,Bembecia ichneumoniformis,"([Denis & Schiffermüller], 1775)",species,,Bembecia,,ichneumoniformis,,,Denis_Schiffermüller_1775,44,
2915,2915,Sphinx ichneumoniformis,"[Denis & Schiffermüller], 1775",species,,Sphinx,,ichneumoniformis,,,Denis_Schiffermüller_1775,44,
2916,2916,Sphinx rhagioniformis,"Hübner, [1806]",species,,Sphinx,,rhagioniformis,,,Hübner_1806,89,
2917,2916,Bembecia rhagioniformis,"(Hübner, [1806])",species,,Bembecia,,rhagioniformis,,,Hübner_1806,89,
2918,2918,Sphinx systrophaeformis,"Hübner, [1813]",species,,Sphinx,,systrophaeformis,,,Hübner_1796_1825,fig. 113,
2919,2918,Bembecia systrophaeformis,"(Hübner, [1813])",species,,Bembecia,,systrophaeformis,,,Hübner_1796_1825,fig. 113,
2920,2920,Sesia palpina,"Dalman, 1816",species,,Sesia,,palpina,,,Dalman_1816,129,
2921,2920,Bembecia palpina,"(Dalman, 1816)",species,,Bembecia,,palpina,,,Dalman_1816,129,
2922,2922,Sesia statuiformis,"Freyer, 1836",species,,Sesia,,statuiformis,,,Freyer_1836,142,
2923,2922,Bembecia statuiformis,"(Freyer, 1836)",species,,Bembecia,,statuiformis,,,Freyer_1836,142,
2924,2924,Aegeria cryptiformis,"Walker, 1856",species,,Aegeria,,cryptiformis,,,Walker_1856,59,
2925,2924,Bembecia cryptiformis,"(Walker, 1856)",species,,Bembecia,,cryptiformis,,,Walker_1856,59,
2926,2926,Sesia lecerfi,"Oberthür, 1909",species,,Sesia,,lecerfi,,,Oberthür_1909,186,"synonymized by Bartsch, Pühringer, Milla, Lingenhöle & Kallies (2021)"
2927,2926,Bembecia lecerfi,"(Oberthür, 1909)",species,,Bembecia,,lecerfi,,,Oberthür_1909,186,"synonymized by Bartsch, Pühringer, Milla, Lingenhöle & Kallies (2021)"
2928,2928,Sesia albanica,"Rebel, 1910",species,,Sesia,,albanica,,,Rebel_1910a,5,
2929,2928,Bembecia albanica,"(Rebel, 1910)",species,,Bembecia,,albanica,,,Rebel_1910a,5,
2930,2931,Bembecia illustris,"(Rebel, 1901)",species,,Bembecia,,illustris,,,Rebel_1901,403,
2931,2931,Sesia illustris,"Rebel, 1901",species,,Sesia,,illustris,,,Rebel_1901,403,
2932,2933,Bembecia insidiosa,"(Le Cerf, 1911)",species,,Bembecia,,insidiosa,,,Le_Cerf_1911b,93,
2933,2933,Sesia insidiosa,"Le Cerf, 1911",species,,Sesia,,insidiosa,,,Le_Cerf_1911b,93,
2934,2934,Bembecia irina,"Špatenka, Petersen & Kallies, 1997",species,,Bembecia,,irina,,,Špatenka_Petersen_Kallies_1997,413,
2935,2936,Bembecia jakuta,"(Herz, 1903)",species,,Bembecia,,jakuta,,,Herz_1903,19,
2936,2936,Sesia jakuta,"Herz, 1903",species,,Sesia,,jakuta,,,Herz_1903,19,
2937,2937,Bembecia joesti,"Bettag, 1997",species,,Bembecia,,joesti,,,Bettag_1997,23,
2938,2938,Bembecia karel,"Herrmann & Hofmann, 1997",species,,Bembecia,,karel,,,Herrmann_Hofmann_1997,265,
2939,2939,Bembecia kaabaki,"Gorbunov, 2001",species,,Bembecia,,kaabaki,,,Gorbunov_2001c,125,
2940,2940,Bembecia khovdensis,"Gorbunov, 2023",species,,Bembecia,,khovdensis,,,Gorbunov_2023b,199,
2941,2941,Bembecia lamai,"Kallies, 1996",species,,Bembecia,,lamai,,,Kallies_1996,368,
2942,2943,Bembecia lasicera,"(Hampson, 1906)",species,,Bembecia,,lasicera,,,Hampson_1906,495,
2943,2943,Trochilium lasicera,"Hampson, 1906",species,,Trochilium,,lasicera,,,Hampson_1906,495,
2944,2944,Bembecia lastuvkai,"Špatenka & Bartsch, 2010",species,,Bembecia,,lastuvkai,,,Špatenka_Bartsch_2010,44,
2945,2945,Bembecia lingenhoelei,"Garrevoet & Garrevoet, 2011",species,,Bembecia,,lingenhoelei,,,Garrevoet_Garrevoet_2011,76,
2946,2947,Bembecia lomatiaeformis,"(Lederer, 1853)",species,,Bembecia,,lomatiaeformis,,,Lederer_1853,89,
2947,2947,Sesia lomatiaeformis,"Lederer, 1853",species,,Sesia,,lomatiaeformis,,,Lederer_1853,89,
2948,2948,Sciapteron gruneri,"Staudinger, 1856",species,,Sciapteron,,gruneri,,,Staudinger_1856,197,
2949,2948,Bembecia gruneri,"(Staudinger, 1856)",species,,Bembecia,,gruneri,,,Staudinger_1856,197,
2950,2950,Dipsosphecia rothschildi,"Bartel, 1912",species,,Dipsosphecia,,rothschildi,,,Bartel_1912,393,
2951,2950,Bembecia rothschildi,"(Bartel, 1912)",species,,Bembecia,,rothschildi,,,Bartel_1912,393,
2952,2952,Dipsosphecia norma,"Le Cerf, 1914",species,,Dipsosphecia,,norma,,,Le_Cerf_1914d,423,
2953,2952,Bembecia lomatiaeformis f. norma,"(Le Cerf, 1914)",form,,Bembecia,,lomatiaeformis,norma,,Le_Cerf_1914d,423,
2954,2954,Bembecia magnifica,"Bartsch & Špatenka, 2010",species,,Bembecia,,magnifica,,,Bartsch_Špatenka_2010,246,
2955,2955,Bembecia ningxiaensis,"Xu & Liu, 1998",species,,Bembecia,,ningxiaensis,,,Xu_Liu_1998,63,
2956,2956,Bembecia nivalis,"Špatenka, 2001",species,,Bembecia,,nivalis,,,Špatenka_2001,77,
2957,2957,Bembecia oxytropidis,"Špatenka & Lingenhöle, 2002",species,,Bembecia,,oxytropidis,,,Špatenka_Lingenhöle_2002,203,
2958,2958,Bembecia pagesi,"Toševski, 1993",species,,Bembecia,,pagesi,,,Toševski_1993a,277,
2959,2959,Bembecia pallasi,"Gorbunov, 2020",species,,Bembecia,,pallasi,,,Gorbunov_2020d,556,
2960,2960,Bembecia pogranzona,"Špatenka, Petersen & Kallies, 1997",species,,Bembecia,,pogranzona,,,Špatenka_Petersen_Kallies_1997,408,
2961,2962,Bembecia polyzona,"(Püngeler, 1912)",species,,Bembecia,,polyzona,,,Püngeler_1912,394,
2962,2962,Dipsosphecia polyzona,"Püngeler, 1912",species,,Dipsosphecia,,polyzona,,,Püngeler_1912,394,
2963,2964,Bembecia powelli,"(Le Cerf, 1925)",species,,Bembecia,,powelli,,,Le_Cerf_1925,211,
2964,2964,Dipsosphecia powelli,"Le Cerf, 1925",species,,Dipsosphecia,,powelli,,,Le_Cerf_1925,211,
2965,2965,Bembecia psoraleae,"Bartsch & Bettag, 1997",species,,Bembecia,,psoraleae,,,Bartsch_Bettag_1997,30,
2966,2966,Bembecia rushana,"Gorbunov, 1992",species,,Bembecia,,rushana,,,Gorbunov_1992b,132,
2967,2967,Bembecia karategina,"Špatenka, 1997",species,,Bembecia,,karategina,,,Špatenka_1997a,33,"synonymized by Garrevoet, Bartsch & Lingenhöle (2013)"
2968,2968,Bembecia salangica,"Špatenka & Reshöft, 1989",species,,Bembecia,,salangica,,,Špatenka_Reshöft_1989,178,
2969,2970,Bembecia sareptana,"(Bartel, 1912)",species,,Bembecia,,sareptana,,,Bartel_1912,395,
2970,2970,Dipsosphecia sareptana,"Bartel, 1912",species,,Dipsosphecia,,sareptana,,,Bartel_1912,395,
2971,2972,Bembecia senilis,"(Grum-Grshimailo, 1890)",species,,Bembecia,,senilis,,,Grum_Grshimailo_1890,515,
2972,2972,Sesia senilis,"Grum-Grshimailo, 1890",species,,Sesia,,senilis,,,Grum_Grshimailo_1890,515,
2973,2973,Dipsosphecia lactea,"Filipjev, 1931",species,,Dipsosphecia,,lactea,,,Filipjev_1931,161,
2974,2973,Bembecia lactea,"(Filipjev, 1931)",species,,Bembecia,,lactea,,,Filipjev_1931,161,
2975,2976,Bembecia sirphiformis,"(Lucas, 1849)",species,,Bembecia,,sirphiformis,,,Lucas_1849,367,
2976,2976,Sesia sirphiformis,"Lucas, 1849",species,,Sesia,,sirphiformis,,,Lucas_1849,367,
2977,2977,Dipsosphecia tunetana,"Le Cerf, 1920",species,,Dipsosphecia,,tunetana,,,Le_Cerf_1920,305,
2978,2977,Bembecia tunetana,"(Le Cerf, 1920)",species,,Bembecia,,tunetana,,,Le_Cerf_1920,305,
2979,2979,Dipsosphecia syrphiformis,"Dalla Torre & Strand, 1925",species,,Dipsosphecia,,syrphiformis,,not established,Dalla_Torre_Strand_1925,67,incorrect emendation
2980,2979,Bembecia syrphiformis,"(Dalla Torre & Strand, 1925)",species,,Bembecia,,syrphiformis,,not established,Dalla_Torre_Strand_1925,67,
2981,2981,Bembecia sophoracola,"Xu & Jin, 1999",species,,Bembecia,,sophoracola,,,Xu_Jin_1999,9,
2982,2983,Bembecia stiziformis,"(Herrich-Schäffer, [1852])",species,,Bembecia,,stiziformis,,,Herrich_Schäffer_1851_1856,47,"according to Heppner (1982) pl. 10 (Sesiides) is published 1851 (fig. 58, in vol. 2); however, as this is not binominal, date of publication is 1852 (text in vol. 6, p. 47)!"
2983,2983,Sesia stiziformis,"Herrich-Schäffer, [1852]",species,,Sesia,,stiziformis,,,Herrich_Schäffer_1851_1856,47,"according to Heppner (1982) pl. 10 (Sesiides) is published 1851 (fig. 58, in vol. 2); however, as this is not binominal, date of publication is 1852 (text in vol. 6, p. 47)!"
2984,2983,Bembecia stiziformis stiziformis,"(Herrich-Schäffer, [1852])",subspecies,,Bembecia,,stiziformis,stiziformis,,Herrich_Schäffer_1851_1856,Herrich-Schäffer [1852],
2985,2985,Sciapteron melasomon,"Staudinger, 1871",species,,Sciapteron,,melasomon,,,Staudinger_1871,39,
2986,2985,Bembecia stiziformis var. melasomon,"(Staudinger, 1871)",variety,,Bembecia,,stiziformis,melasomon,,Staudinger_1871,39,
2987,2987,Dipsosphecia astyages,"Le Cerf, 1938",species,,Dipsosphecia,,astyages,,,Le_Cerf_1938,92,
2988,2987,Bembecia stiziformis f. astyages,"(Le Cerf, 1938)",form,,Bembecia,,stiziformis,astyages,,Le_Cerf_1938,92,
2989,2989,Paranthrene barbarossa,"de Freina, 1983",species,,Paranthrene,,barbarossa,,,DeFreina_1983,74,
2990,2989,Bembecia barbarossa,"(de Freina, 1983)",species,,Bembecia,,barbarossa,,,DeFreina_1983,74,
2991,2991,Paranthrene tubercula,"de Freina, 1983",species,,Paranthrene,,tubercula,,,DeFreina_1983,75,
2992,2991,Bembecia tubercula,"(de Freina, 1983)",species,,Bembecia,,tubercula,,,DeFreina_1983,75,
2993,2994,Bembecia stiziformis fervida,"(Lederer, 1855)",subspecies,,Bembecia,,stiziformis,fervida,,Lederer_1855,182,
2994,2994,Sesia fervida,"Lederer, 1855",species,,Sesia,,fervida,,,Lederer_1855,182,
2995,2995,Sciapteron subfervidum,"Staudinger, 1891",species,,Sciapteron,,subfervidum,,,Staudinger_1892,241,
2996,2995,Bembecia stiziformis var. subfervidum,"(Staudinger, 1891)",variety,,Bembecia,,stiziformis,subfervidum,,Staudinger_1892,241,
2997,2997,Paranthrene kara,"de Freina, 1983",species,,Paranthrene,,kara,,,DeFreina_1983,72,
2998,2997,Bembecia kara,"(de Freina, 1983)",species,,Bembecia,,kara,,,DeFreina_1983,72,
2999,3000,Bembecia stiziformis tenebrosa,"(Püngeler, 1914)",subspecies,,Bembecia,,stiziformis,tenebrosa,,Püngeler_1914,53,
3000,3000,Dipsosphecia tenebrosa,"Püngeler, 1914",species,,Dipsosphecia,,tenebrosa,,,Püngeler_1914,53,
3001,3001,Bembecia stiziformis belouchistanica,"Špatenka, 2001",subspecies,,Bembecia,,stiziformis,belouchistanica,,Špatenka_2001,79,
3002,3003,Bembecia strandi,"(Kozhantschikov, 1936)",species,,Bembecia,,strandi,,,Kozhantschikov_1936,26,
3003,3003,Dipsosphecia strandi,"Kozhantschikov, 1936",species,,Dipsosphecia,,strandi,,,Kozhantschikov_1936,26,
3004,3005,Bembecia tancrei,"(Püngeler, [1905])",species,,Bembecia,,tancrei,,,Püngeler_1905a,269,
3005,3005,Sesia tancrei,"Püngeler, [1905]",species,,Sesia,,tancrei,,,Püngeler_1905a,269,
3006,3006,Bembecia tshatkalensis,"Špatenka & Kallies, 2006",species,,Bembecia,,tshatkalensis,,,Špatenka_Kallies_2006,163,
3007,3008,Bembecia tshimgana,"(Sheljuzhko, 1935)",species,,Bembecia,,tshimgana,,,Sheljuzhko_1935,54,
