ID,basionymID,scientificName,authorship,rank,uninomial,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,status,referenceID,publishedInPage,remarks
1,1,Sesiidae,"Boisduval, 1828",family,Sesiidae,,,,,,Boisduval_1828,29,
2,2,Sesiariae,"Boisduval, 1828",family,Sesiariae,,,,,,Boisduval_1828,29,
3,3,Aegeriidae,"Stephens, 1828",family,Aegeriidae,,,,,,Stephens_1828,136,
4,4,Trochiliidae,"Westwood, 1843",family,Trochiliidae,,,,,,Westwood_1843,32,
5,5,Tinthiinae,"Le Cerf, 1917",subfamily,Tinthiinae,,,,,,Le_Cerf_1917,148,
6,6,Zenodoxinae,"MacKay, 1968",subfamily,Zenodoxinae,,,,,,MacKay_1968a,11,
7,7,Tinthiini,"Le Cerf, 1917",tribe,Tinthiini,,,,,,Le_Cerf_1917,148,
8,8,Zenodoxini,"MacKay, 1968",tribe,Zenodoxini,,,,,,MacKay_1968a,11,
9,9,Microsphecia,"Bartel, 1912",genus,Microsphecia,,,,,,Bartel_1912,414,
10,11,Microsphecia brosiformis,"(Hübner, [1813])",species,,Microsphecia,,brosiformis,,,Hübner_1796_1825,fig. 116,
11,11,Sphinx brosiformis,"Hübner, [1813]",species,,Sphinx,,brosiformis,,,Hübner_1796_1825,fig. 116,
12,12,Zenodoxus dorsalis,"Le Cerf, 1914",species,,Zenodoxus,,dorsalis,,,Le_Cerf_1914b,272,
13,12,Microsphecia dorsalis,"(Le Cerf, 1914)",species,,Microsphecia,,dorsalis,,,Le_Cerf_1914b,272,
14,14,Zenodoxus obscura,"Le Cerf, 1914",species,,Zenodoxus,,obscura,,,Le_Cerf_1914b,274,
15,14,Microsphecia brosiformis f. obscura,"(Le Cerf, 1914)",form,,Microsphecia,,brosiformis,obscura,,Le_Cerf_1914b,274,
16,17,Microsphecia tineiformis,"(Esper, [1789])",species,,Microsphecia,,tineiformis,,,Esper_1789_1804,9,
17,17,Sphinx tineiformis,"Esper, [1789]",species,,Sphinx,,tineiformis,,,Esper_1789_1804,9,
18,18,Sesia aselliformis,"Rossi, 1794",species,,Sesia,,aselliformis,,,Rossi_1794,16,
19,18,Microsphecia aselliformis,"(Rossi, 1794)",species,,Microsphecia,,aselliformis,,,Rossi_1794,16,
20,20,Tinthia,"Walker, [1865]",genus,Tinthia,,,,,,Walker_1865,23,
21,21,Soronia,"Moore, 1877",genus,Soronia,,,,,,Moore_1877,83,preoccupied by Erichson 1843 (Coleoptera)
22,22,Tinthia beijingana,"Yang, 1977",species,,Tinthia,,beijingana,,,Yang_1977,120,
23,23,Tinthia mianjangalica,"Laštuvka, 1997",species,,Tinthia,,mianjangalica,,,Laštuvka_1997,297,
24,25,Tinthia cuprealis,"(Moore, 1877)",species,,Tinthia,,cuprealis,,,Moore_1877,84,
25,25,Soronia cuprealis,"Moore, 1877",species,,Soronia,,cuprealis,,,Moore_1877,84,
26,27,Tinthia brachythyra,"(Hampson, 1919)",species,,Tinthia,,brachythyra,,,Hampson_1919,118,transferred to Tinthia by Kallies (2020)
27,27,Trichocerota brachythyra,"Hampson, 1919",species,,Trichocerota,,brachythyra,,,Hampson_1919,118,transferred to Tinthia by Kallies (2020)
28,29,Tinthia cupreipennis,"(Walker, [1865])",species,,Tinthia,,cupreipennis,,,Walker_1865,11,transferred to Tinthia by Kallies (2020)
29,29,Aegeria cupreipennis,"Walker, [1865]",species,,Aegeria,,cupreipennis,,,Walker_1865,11,transferred to Tinthia by Kallies (2020)
30,30,Tinthia varipes,"Walker, [1865]",species,,Tinthia,,varipes,,,Walker_1865,24,
31,32,Tinthia ruficollaris,"(Pagenstecher, 1900)",species,,Tinthia,,ruficollaris,,,Pagenstecher_1900,21,
32,32,Paranthrene ruficollaris,"Pagenstecher, 1900",species,,Paranthrene,,ruficollaris,,,Pagenstecher_1900,21,
33,33,Tinthia xanthospila,"Hampson, 1919",species,,Tinthia,,xanthospila,,,Hampson_1919,115,
34,34,Sophona,"Walker, 1856",genus,Sophona,,,,,,Walker_1856,60,
35,35,Myrmecosphecia,"Le Cerf, 1917",genus,Myrmecosphecia,,,,,,Le_Cerf_1917,374,
36,36,Bombosceles,"Meyrick, 1930",genus,Bombosceles,,,,,,Meyrick_1930a,260,
37,37,Ficivora,"Clarke, 1962",genus,Ficivora,,,,,,Clarke_1962,383,
38,38,Sophona greenfieldi,"Eichlin, 1986",species,,Sophona,,greenfieldi,,,Eichlin_1986,347,
39,39,Sophona snellingi,"Eichlin, 1986",species,,Sophona,,snellingi,,,Eichlin_1986,349,
40,40,Sophona albibasilaris,"Eichlin, 1986",species,,Sophona,,albibasilaris,,,Eichlin_1986,345,
41,41,Sophona canzona,"Eichlin, 1986",species,,Sophona,,canzona,,,Eichlin_1986,337,
42,43,Sophona ceropaliformis,"(Walker, 1856)",species,,Sophona,,ceropaliformis,,,Walker_1856,52,
43,43,Aegeria ceropaliformis,"Walker, 1856",species,,Aegeria,,ceropaliformis,,,Walker_1856,52,
44,45,Sophona cyanomyia,"(Meyrick, 1930)",species,,Sophona,,cyanomyia,,,Meyrick_1930a,260,
45,45,Bombosceles cyanomyia,"Meyrick, 1930",species,,Bombosceles,,cyanomyia,,,Meyrick_1930a,260,
46,46,Sophona ezodda,"Eichlin, 1986",species,,Sophona,,ezodda,,,Eichlin_1986,338,
47,47,Sophona flavizonata,"Zukowsky, 1937",species,,Sophona,,flavizonata,,,Zukowsky_1936_1937,1259,
48,48,Sophona fusca,"Eichlin, 1986",species,,Sophona,,fusca,,,Eichlin_1986,346,
49,49,Sophona galba,"Eichlin, 1986",species,,Sophona,,galba,,,Eichlin_1986,341,
50,50,Sophona gilvifasciatus,"Eichlin, 1986",species,,Sophona,,gilvifasciatus,,,Eichlin_1986,337,
51,51,Sophona halictipennis,"Walker, 1856",species,,Sophona,,halictipennis,,,Walker_1856,60,
52,52,Sophona hoffmanni,"Eichlin, 1986",species,,Sophona,,hoffmanni,,,Eichlin_1986,342,
53,53,Sophona hondurasensis,"Eichlin, 1986",species,,Sophona,,hondurasensis,,,Eichlin_1986,348,
54,55,Sophona lemoulti,"(Le Cerf, 1917)",species,,Sophona,,lemoulti,,,Le_Cerf_1917,375,
55,55,Myrmecosphecia lemoulti,"Le Cerf, 1917",species,,Myrmecosphecia,,lemoulti,,,Le_Cerf_1917,375,
56,57,Sophona leucoteles,"(Clarke, 1962)",species,,Sophona,,leucoteles,,,Clarke_1962,387,
57,57,Ficivora leucoteles,"Clarke, 1962",species,,Ficivora,,leucoteles,,,Clarke_1962,387,
58,58,Sophona ludtkei,"Eichlin, 1986",species,,Sophona,,ludtkei,,,Eichlin_1986,348,
59,60,Sophona manoba,"(Druce, 1889)",species,,Sophona,,manoba,,,Druce_1889,82,
60,60,Sincara manoba,"Druce, 1889",species,,Sincara,,manoba,,,Druce_1889,82,
61,61,Sophona panzona,"Eichlin, 1986",species,,Sophona,,panzona,,,Eichlin_1986,339,
62,62,Sophona pedipennula,"Kallies & Riefenstahl, 1999",species,,Sophona,,pedipennula,,,Kallies_Riefenstahl_1999,32,
63,63,Sophona piperi,"Kallies & Riefenstahl, 1999",species,,Sophona,,piperi,,,Kallies_Riefenstahl_1999,33,
64,65,Sophona tabogana,"(Druce, 1883)",species,,Sophona,,tabogana,,,Druce_1881_1900,31,
65,65,Aegeria tabogana,"Druce, 1883",species,,Aegeria,,tabogana,,,Druce_1881_1900,31,
66,66,Sophona xanthocera,"Eichlin, 1986",species,,Sophona,,xanthocera,,,Eichlin_1986,341,
67,67,Sophona xanthotarsis,"Eichlin, 1986",species,,Sophona,,xanthotarsis,,,Eichlin_1986,333,
68,68,Sophona yucatanensis,"Eichlin, 1986",species,,Sophona,,yucatanensis,,,Eichlin_1986,350,
69,69,Sophona zukowskyi,"Eichlin, 1986",species,,Sophona,,zukowskyi,,,Eichlin_1986,334,
70,70,Zenodoxus,"Grote & Robinson, 1868",genus,Zenodoxus,,,,,,Grote_Robinson_1868,183,
71,71,Zenodoxus canescens,"Edwards, 1881",species,,Zenodoxus,,canescens,,,Edwards_1881,205,
72,72,Zenodoxus canescens f. sidae,"Engelhardt, 1946",form,,Zenodoxus,,canescens,sidae,,Engelhardt_1946,199,
73,73,Zenodoxus heucherae,"Edwards, 1881",species,,Zenodoxus,,heucherae,,,Edwards_1881,205,
74,74,Zenodoxus potentillae,"Edwards, 1881",species,,Zenodoxus,,potentillae,,,Edwards_1881,205,
75,75,Zenodoxus maculipes,"Grote & Robinson, 1868",species,,Zenodoxus,,maculipes,,,Grote_Robinson_1868,184,
76,76,Zenodoxus mexicanus,"Beutenmüller, 1897",species,,Zenodoxus,,mexicanus,,,Beutenmüller_1897,216,
77,78,Zenodoxus palmii,"(Neumoegen, 1891)",species,,Zenodoxus,,palmii,,,Neumoegen_1891,108,
78,78,Larunda palmii,"Neumoegen, 1891",species,,Larunda,,palmii,,,Neumoegen_1891,108,
79,79,Paranthrene palmiana,"Dalla Torre, 1925",species,,Paranthrene,,palmiana,,not established,Dalla_Torre_Strand_1925,160,unnecessary palmii Neumoegen 1891
80,79,Zenodoxus palmiana,"(Dalla Torre, 1925)",species,,Zenodoxus,,palmiana,,not established,Dalla_Torre_Strand_1925,160,
81,81,Zenodoxus wissadulae,"Engelhardt, 1946",species,,Zenodoxus,,wissadulae,,,Engelhardt_1946,195,
82,82,Zenodoxus palmii f. sphaeralceae,"Engelhardt, 1946",form,,Zenodoxus,,palmii,sphaeralceae,,Engelhardt_1946,198,
83,83,Zenodoxus palmii f. incanae,"Engelhardt, 1946",form,,Zenodoxus,,palmii,incanae,,Engelhardt_1946,198,
84,84,Zenodoxus rubens,"Engelhardt, 1946",species,,Zenodoxus,,rubens,,,Engelhardt_1946,200,
85,85,Zenodoxus rubens f. bexari,"Engelhardt, 1946",form,,Zenodoxus,,rubens,bexari,,Engelhardt_1946,200,
86,86,Zenodoxus sidalceae,"Engelhardt, 1946",species,,Zenodoxus,,sidalceae,,,Engelhardt_1946,196,
87,87,Conopsia,"Strand, [1913]",genus,Conopsia,,,,,,Strand_1913,71,
88,89,Conopsia bicolor,"(Le Cerf, 1917)",species,,Conopsia,,bicolor,,,Le_Cerf_1917,372,
89,89,Zenodoxus bicolor,"Le Cerf, 1917",species,,Zenodoxus,,bicolor,,,Le_Cerf_1917,372,
90,90,Conopsia flavimacula,"Kallies, 2000",species,,Conopsia,,flavimacula,,,Kallies_2000,164,
91,92,Conopsia lambornella,"(Durrant, 1914)",species,,Conopsia,,lambornella,,,Durrant_1914,513,
92,92,Tinthia lambornella,"Durrant, 1914",species,,Tinthia,,lambornella,,,Durrant_1914,513,
93,94,Conopsia phoenosoma,"(Meyrick, 1930)",species,,Conopsia,,phoenosoma,,,Meyrick_1930c,4,
94,94,Trichocerota phoenosoma,"Meyrick, 1930",species,,Trichocerota,,phoenosoma,,,Meyrick_1930c,4,
95,95,Conopsia puehringeri,"Sáfián & Bartsch, 2018",species,,Conopsia,,puehringeri,,,Sáfián_Bartsch_2018,148,
96,96,Conopsia terminiflava,"Strand, [1913]",species,,Conopsia,,terminiflava,,,Strand_1913,71,
97,97,Paranthrenopsis,"Le Cerf, 1911",genus,Paranthrenopsis,,,,,,Le_Cerf_1911c,302,
98,98,Oligophlebiella,"Strand, [1916]",genus,Oligophlebiella,,,,,,Strand_1916,49,
99,100,Paranthrenopsis editha,"(Butler, 1878)",species,,Paranthrenopsis,,editha,,,Butler_1878,61,
100,100,Tinthia editha,"Butler, 1878",species,,Tinthia,,editha,,,Butler_1878,61,
101,101,Paranthrenopsis harmandi,"Le Cerf, 1911",species,,Paranthrenopsis,,harmandi,,,Le_Cerf_1911c,302,
102,102,Paranthrenopsis flavitaenia,"Wang & Yang, 2002",species,,Paranthrenopsis,,flavitaenia,,,Wang_Yang_2002,14,
103,103,Paranthrenopsis flaviventris,"Kallies & Arita, 2001",species,,Paranthrenopsis,,flaviventris,,,Kallies_Arita_2001,198,
104,105,Paranthrenopsis polishana,"(Strand, [1916])",species,,Paranthrenopsis,,polishana,,,Strand_1916,49,
105,105,Oligophlebiella polishana,"Strand, [1916]",species,,Oligophlebiella,,polishana,,,Strand_1916,49,
106,106,Paranthrenopsis sichuanensis,"Gorbunov, 2022",species,,Paranthrenopsis,,sichuanensis,,,Gorbunov_2022c,56,
107,107,Paranthrenopsis siniaevi,"Gorbunov & Arita, 2000",species,,Paranthrenopsis,,siniaevi,,,Gorbunov_Arita_2000b,247,
108,109,Paranthrenopsis taiwanellus,"(Matsumura, 1931)",species,,Paranthrenopsis,,taiwanellus,,,Matsumura_1931a,1018,
109,109,Zenodoxus taiwanellus,"Matsumura, 1931",species,,Zenodoxus,,taiwanellus,,,Matsumura_1931a,1018,
110,110,Entrichella,"Bryk, 1947",genus,Entrichella,,,,,,Bryk_1947,102,
111,112,Entrichella constricta,"(Butler, 1878)",species,,Entrichella,,constricta,,,Butler_1878,61,
112,112,Tinthia constricta,"Butler, 1878",species,,Tinthia,,constricta,,,Butler_1878,61,
113,113,Zenodoxus shakojianus,"Matsumura, 1931",species,,Zenodoxus,,shakojianus,,,Matsumura_1931a,1018,
114,113,Entrichella shakojianus,"(Matsumura, 1931)",species,,Entrichella,,shakojianus,,,Matsumura_1931a,1018,
115,116,Entrichella esakii,"(Yano, 1960)",species,,Entrichella,,esakii,,,Yano_1960,235,
116,116,Zenodoxus esakii,"Yano, 1960",species,,Zenodoxus,,esakii,,,Yano_1960,235,
117,117,Entrichella pogonias,"Bryk, 1947",species,,Entrichella,,pogonias,,,Bryk_1947,103,
118,119,Entrichella yakushimaensis,"(Arita, 1993)",species,,Entrichella,,yakushimaensis,,,Arita_1993,77,
119,119,Trichocerota yakushimaensis,"Arita, 1993",species,,Trichocerota,,yakushimaensis,,,Arita_1993,77,
120,121,Entrichella erythranches,"(Meyrick, 1926)",species,,Entrichella,,erythranches,,,Meyrick_1926,269,
121,121,Trichocerota erythranches,"Meyrick, 1926",species,,Trichocerota,,erythranches,,,Meyrick_1926,269,
122,123,Entrichella fuscus,"(Xu & Liu, 1992)",species,,Entrichella,,fuscus,,,Xu_Liu_1992,731,
123,123,Zenodoxus fuscus,"Xu & Liu, 1992",species,,Zenodoxus,,fuscus,,,Xu_Liu_1992,731,
124,125,Entrichella gorapani,"(Arita & Gorbunov, 1995)",species,,Entrichella,,gorapani,,,Arita_Gorbunov_1995a,195,
125,125,Trichocerota gorapani,"Arita & Gorbunov, 1995",species,,Trichocerota,,gorapani,,,Arita_Gorbunov_1995a,195,
126,126,Entrichella hreblayi,"Petersen, 2001",species,,Entrichella,,hreblayi,,,Petersen_2001,706,
127,128,Entrichella issikii,"(Yano, 1960)",species,,Entrichella,,issikii,,,Yano_1960,236,
128,128,Zenodoxus issikii,"Yano, 1960",species,,Zenodoxus,,issikii,,,Yano_1960,236,
129,130,Entrichella leiaeformis,"(Walker, 1856)",species,,Entrichella,,leiaeformis,,,Walker_1856,58,
130,130,Aegeria leiaeformis,"Walker, 1856",species,,Aegeria,,leiaeformis,,,Walker_1856,58,
131,132,Entrichella linozona,"(Meyrick, 1926)",species,,Entrichella,,linozona,,,Meyrick_1926,269,
132,132,Trichocerota linozona,"Meyrick, 1926",species,,Trichocerota,,linozona,,,Meyrick_1926,269,
133,134,Entrichella meilinensis,"(Xu & Liu, 1993)",species,,Entrichella,,meilinensis,,,Xu_Liu_1993,3,
134,134,Zenodoxus meilinensis,"Xu & Liu, 1993",species,,Zenodoxus,,meilinensis,,,Xu_Liu_1993,3,
135,136,Entrichella simifuscus,"(Xu & Liu, 1993)",species,,Entrichella,,simifuscus,,,Xu_Liu_1993,4,
136,136,Zenodoxus simifuscus,"Xu & Liu, 1993",species,,Zenodoxus,,simifuscus,,,Xu_Liu_1993,4,
137,137,Entrichella tricolor,"Kallies & Arita, 2001",species,,Entrichella,,tricolor,,,Kallies_Arita_2001,205,
138,139,Entrichella trifasciatus,"(Yano, 1960)",species,,Entrichella,,trifasciatus,,,Yano_1960,237,
139,139,Zenodoxus trifasciatus,"Yano, 1960",species,,Zenodoxus,,trifasciatus,,,Yano_1960,237,
140,141,Entrichella woodstocki,"(Liang & Hsu, 2017)",species,,Entrichella,,woodstocki,,,Liang_Hsu_2017,415,transferred to Entrichella by Gorbunov (2022a)
141,141,Ceratocorema woodstocki,"Liang & Hsu, 2017",species,,Ceratocorema,,woodstocki,,,Liang_Hsu_2017,415,transferred to Entrichella by Gorbunov (2022a)
142,142,Negotinthia,"Gorbunov, 2001",genus,Negotinthia,,,,,,Gorbunov_2001d,139,
143,143,Negotinthia efetovi,"Gorbunov, 2019",species,,Negotinthia,,efetovi,,,Gorbunov_2019b,304,
144,145,Negotinthia hoplisiformis,"(Mann, 1864)",species,,Negotinthia,,hoplisiformis,,,Mann_1864,176,
145,145,Paranthrene hoplisiformis,"Mann, 1864",species,,Paranthrene,,hoplisiformis,,,Mann_1864,176,
146,147,Negotinthia myrmosaeformis,"(Herrich-Schäffer, [1846])",species,,Negotinthia,,myrmosaeformis,,,Herrich_Schäffer_1843_1855,59,
147,147,Paranthrena myrmosaeformis,"Herrich-Schäffer, [1846]",species,,Paranthrena,,myrmosaeformis,,,Herrich_Schäffer_1843_1855,59,[sic]
148,147,Negotinthia myrmosaeformis myrmosaeformis,"(Herrich-Schäffer, [1846])",subspecies,,Negotinthia,,myrmosaeformis,myrmosaeformis,,Herrich_Schäffer_1843_1855,Herrich-Schäffer [1846],
149,149,Paranthrene myrmosiformis,"Staudinger, 1856",species,,Paranthrene,,myrmosiformis,,not established,Staudinger_1856,336,incorrect emendation
150,149,Negotinthia myrmosiformis,"(Staudinger, 1856)",species,,Negotinthia,,myrmosiformis,,not established,Staudinger_1856,336,
151,152,Negotinthia myrmosaeformis cingulata,"(Staudinger, 1870)",subspecies,,Negotinthia,,myrmosaeformis,cingulata,,Staudinger_1870,100,"date of publication: ix.1870 (according to Kerzhner, I. M. (2004): Publikationsdaten der ""Trudy Russkogo Entomologicheskogo Obshchestva"" und ""Horae Societatis Entomologicae Rossicae"", 1861-1932. - Entomofauna 25(14), 237-248.); treated as valid species by Gorbunov (2019b)"
152,152,Paranthrene cingulata,"Staudinger, 1870",species,,Paranthrene,,cingulata,,,Staudinger_1870,100,"date of publication: ix.1870 (according to Kerzhner, I. M. (2004): Publikationsdaten der ""Trudy Russkogo Entomologicheskogo Obshchestva"" und ""Horae Societatis Entomologicae Rossicae"", 1861-1932. - Entomofauna 25(14), 237-248.); treated as valid species by Gorbunov (2019b)"
153,153,Trichocerota,"Hampson, [1893]",genus,Trichocerota,,,,,,Hampson_1893a,199,
154,155,Trichocerota alectra,"(Arita & Gorbunov, 1995)",species,,Trichocerota,,alectra,,,Arita_Gorbunov_1995a,194,
155,155,Tinthia alectra,"Arita & Gorbunov, 1995",species,,Tinthia,,alectra,,,Arita_Gorbunov_1995a,194,
156,156,Trichocerota antigama,"Meyrick, 1926",species,,Trichocerota,,antigama,,,Meyrick_1926,270,
157,157,Trichocerota diplotima,"Meyrick, 1926",species,,Trichocerota,,diplotima,,,Meyrick_1926,269,
158,158,Trichocerota formosana,"Arita & Gorbunov, 2002",species,,Trichocerota,,formosana,,,Arita_Gorbunov_2002a,241,
159,159,Trichocerota fulvistriga,"Hampson, 1919",species,,Trichocerota,,fulvistriga,,,Hampson_1919,117,
160,160,Trichocerota intervenata,"Hampson, 1919",species,,Trichocerota,,intervenata,,,Hampson_1919,117,
161,161,Trichocerota melli,"Kallies & Arita, 2001",species,,Trichocerota,,melli,,,Kallies_Arita_2001,213,
162,162,Trichocerota proxima,"Le Cerf, 1916",species,,Trichocerota,,proxima,,,Le_Cerf_1916b,11,
163,163,Trichocerota radians,"Hampson, 1919",species,,Trichocerota,,radians,,,Hampson_1919,116,
164,165,Trichocerota rubripectus,"(Xu & Liu, 1993)",species,,Trichocerota,,rubripectus,,,Xu_Liu_1993,3,
165,165,Zenodoxus rubripectus,"Xu & Liu, 1993",species,,Zenodoxus,,rubripectus,,,Xu_Liu_1993,3,
166,166,Trichocerota ruficincta,"Hampson, [1893]",species,,Trichocerota,,ruficincta,,,Hampson_1893a,199,
167,168,Trichocerota spilogastra,"(Le Cerf, 1916)",species,,Trichocerota,,spilogastra,,,Le_Cerf_1916b,11,
168,168,Tinthia spilogastra,"Le Cerf, 1916",species,,Tinthia,,spilogastra,,,Le_Cerf_1916b,11,
169,170,Trichocerota tianpingensis,"(Xu & Liu, 1993)",species,,Trichocerota,,tianpingensis,,,Xu_Liu_1993,4,
170,170,Zenodoxus tianpingensis,"Xu & Liu, 1993",species,,Zenodoxus,,tianpingensis,,,Xu_Liu_1993,4,
171,171,Trichocerota univitta,"Hampson, 1900",species,,Trichocerota,,univitta,,,Hampson_1900,44,
172,172,Paradoxecia,"Hampson, 1919",genus,Paradoxecia,,,,,,Hampson_1919,114,
173,173,Paranthrenina,"Bryk, 1947",genus,Paranthrenina,,,,,,Bryk_1947,106,
174,175,Paradoxecia gravis,"(Walker, [1865])",species,,Paradoxecia,,gravis,,,Walker_1865,12,
175,175,Aegeria gravis,"Walker, [1865]",species,,Aegeria,,gravis,,,Walker_1865,12,
176,176,Paradoxecia pieli,"Lieu, 1935",species,,Paradoxecia,,pieli,,,Lieu_1935,190,synonymized by Gorbunov (2021d)
177,177,Paradoxecia beibengensis,"Yu & Kallies, 2019",species,,Paradoxecia,,beibengensis,,,Yu_Kallies_2019,264,
178,178,Paradoxecia chura,"Arita, Kimura & Owada, 2009",species,,Paradoxecia,,chura,,,Arita_Kimura_Owada_2009,189,
179,180,Paradoxecia dizona,"(Hampson, 1919)",species,,Paradoxecia,,dizona,,,Hampson_1919,117,
180,180,Trichocerota dizona,"Hampson, 1919",species,,Trichocerota,,dizona,,,Hampson_1919,117,
181,181,Paradoxecia fukiensis,"Gorbunov & Arita, 1997",species,,Paradoxecia,,fukiensis,,,Gorbunov_Arita_1997b,65,
182,182,Paradoxecia karubei,"Kallies & Arita, 2001",species,,Paradoxecia,,karubei,,,Kallies_Arita_2001,218,
183,183,Paradoxecia kishidai,"Yu & Arita, 2019",species,,Paradoxecia,,kishidai,,,Yu_Arita_2019,262,
184,184,Paradoxecia luteocincta,"Kallies & Arita, 2001",species,,Paradoxecia,,luteocincta,,,Kallies_Arita_2001,217,
185,186,Paradoxecia myrmekomorpha,"(Bryk, 1947)",species,,Paradoxecia,,myrmekomorpha,,,Bryk_1947,106,
186,186,Paranthrenina myrmekomorpha,"Bryk, 1947",species,,Paranthrenina,,myrmekomorpha,,,Bryk_1947,106,
187,187,Paradoxecia myrmecomorpha,"Bryk, 1947",species,,Paradoxecia,,myrmecomorpha,,not established,Bryk_1947,pl. 1 (legend),incorrect original spelling (unavailable)
188,188,Paradoxecia polyzona,"Yu & Kallies, 2019",species,,Paradoxecia,,polyzona,,,Yu_Kallies_2019,263,
189,189,Paradoxecia radiata,"Kallies, 2002",species,,Paradoxecia,,radiata,,,Kallies_2002,207,
190,190,Paradoxecia similis,"Arita & Gorbunov, 2001",species,,Paradoxecia,,similis,,,Arita_Gorbunov_2001,138,
191,191,Paradoxecia taiwana,"Arita & Gorbunov, 2001",species,,Paradoxecia,,taiwana,,,Arita_Gorbunov_2001,135,
192,192,Paradoxecia tristis,"Kallies & Arita, 2001",species,,Paradoxecia,,tristis,,,Kallies_Arita_2001,221,
193,193,Paradoxecia tuzovi,"Gorbunov, 2021",species,,Paradoxecia,,tuzovi,,,Gorbunov_2021d,329,
194,194,Paradoxecia vietnamica,"Gorbunov & Arita, 1997",species,,Paradoxecia,,vietnamica,,,Gorbunov_Arita_1997b,62,
195,195,Rectala,"Bryk, 1947",genus,Rectala,,,,,,Bryk_1947,103,
196,196,Rectala asyliformis,"Bryk, 1947",species,,Rectala,,asyliformis,,,Bryk_1947,104,
197,197,Rectala magnifica,"Kallies & Arita, 2001",species,,Rectala,,magnifica,,,Kallies_Arita_2001,223,
198,198,Tyrictaca,"Walker, 1862",genus,Tyrictaca,,,,,,Walker_1862,83,
199,199,Ceratocorema,"Hampson, [1893]",genus,Ceratocorema,,,,,,Hampson_1893a,200,synonymized by Kallies (2020)
200,200,Neotinthia,"Hampson, 1919",genus,Neotinthia,,,,,,Hampson_1919,115,
201,201,Tyrictaca antiphanopa,"Meyrick, 1927",species,,Tyrictaca,,antiphanopa,,,Meyrick_1927,372,transferred to Tyrictaca by Kallies (2020)
202,202,Tyrictaca apicalis,"Walker, 1862",species,,Tyrictaca,,apicalis,,,Walker_1862,84,
203,204,Tyrictaca cymbalistis,"(Meyrick, 1926)",species,,Tyrictaca,,cymbalistis,,,Meyrick_1926,268,transferred to Tyrictaca by Kallies (2020)
204,204,Tinthia cymbalistis,"Meyrick, 1926",species,,Tinthia,,cymbalistis,,,Meyrick_1926,268,transferred to Tyrictaca by Kallies (2020)
205,206,Tyrictaca hyalina,"(Kallies & Arita, 2001)",species,,Tyrictaca,,hyalina,,,Kallies_Arita_2001,191,transferred to Tyrictaca by Kallies (2020)
206,206,Ceratocorema hyalina,"Kallies & Arita, 2001",species,,Ceratocorema,,hyalina,,,Kallies_Arita_2001,191,transferred to Tyrictaca by Kallies (2020)
207,208,Tyrictaca mesatma,"(Meyrick, 1926)",species,,Tyrictaca,,mesatma,,,Meyrick_1926,269,transferred to Tyrictaca by Kallies (2020)
208,208,Tinthia mesatma,"Meyrick, 1926",species,,Tinthia,,mesatma,,,Meyrick_1926,269,transferred to Tyrictaca by Kallies (2020)
209,210,Tyrictaca postcristatum,"(Hampson, [1893])",species,,Tyrictaca,,postcristatum,,,Hampson_1893a,200,transferred to Tyrictaca by Kallies (2020)
210,210,Ceratocorema postcristatum,"Hampson, [1893]",species,,Ceratocorema,,postcristatum,,,Hampson_1893a,200,transferred to Tyrictaca by Kallies (2020)
211,211,Tyrictaca pulchra,"Gorbunov, 2022",species,,Tyrictaca,,pulchra,,,Gorbunov_2022a,126,
212,213,Tyrictaca semihyalina,"(Hampson, 1919)",species,,Tyrictaca,,semihyalina,,,Hampson_1919,115,transferred to Tyrictaca by Kallies (2020)
213,213,Neotinthia semihyalina,"Hampson, 1919",species,,Neotinthia,,semihyalina,,,Hampson_1919,115,transferred to Tyrictaca by Kallies (2020)
214,215,Tyrictaca yoshiyasui,"(Kallies & Arita, 2001)",species,,Tyrictaca,,yoshiyasui,,,Kallies_Arita_2001,194,transferred to Tyrictaca by Kallies (2020)
215,215,Ceratocorema yoshiyasui,"Kallies & Arita, 2001",species,,Ceratocorema,,yoshiyasui,,,Kallies_Arita_2001,194,transferred to Tyrictaca by Kallies (2020)
216,216,Caudicornia,"Bryk, 1947",genus,Caudicornia,,,,,,Bryk_1947,104,
217,218,Caudicornia aurantia,"(Hampson, 1919)",species,,Caudicornia,,aurantia,,,Hampson_1919,118,
218,218,Zenodoxus aurantia,"Hampson, 1919",species,,Zenodoxus,,aurantia,,,Hampson_1919,118,
219,220,Caudicornia flavicincta,"(Hampson, 1919)",species,,Caudicornia,,flavicincta,,,Hampson_1919,119,
220,220,Zenodoxus flavicincta,"Hampson, 1919",species,,Zenodoxus,,flavicincta,,,Hampson_1919,119,
221,,Caudicornia flavus,"(Xu & Liu, 1992)",species,,Caudicornia,,flavus,,,Xu_Liu_1992,730,
222,222,Caudicornia tonkinensis,"Kallies & Arita, 2001",species,,Caudicornia,,tonkinensis,,,Kallies_Arita_2001,202,
223,223,Caudicornia xanthopimpla,"Bryk, 1947",species,,Caudicornia,,xanthopimpla,,,Bryk_1947,105,
224,224,Bidentotinthia,"Arita & Gorbunov, 2003",genus,Bidentotinthia,,,,,,Arita_Gorbunov_2003b,131,
225,225,Bidentotinthia borneana,"Arita & Gorbunov, 2003",species,,Bidentotinthia,,borneana,,,Arita_Gorbunov_2003b,133,
